id,title,author,downloads,subjects,birth,death,pyearp
PG10319,"Dave Darrin's Third Year at Annapolis; Or, Leaders of the Second Class Midshipmen","Hancock, H. Irving (Harrie Irving)",5,{'United States Naval Academy -- Juvenile fiction'},1868.0,1922.0,1895.0
PG58628,Watermelon Mystery at Sugar Creek,"Hutchens, Paul",22,"{'Robbers and outlaws -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Christian life -- Juvenile fiction'}",1902.0,1977.0,1940.0
PG64842,The Psychological Regulator,"Kornbluth, C. M. (Cyril M.)",48,"{'Science fiction', 'Psychological fiction'}",1923.0,1958.0,1940.0
PG32064,The Wine-ghosts of Bremen,"Hauff, Wilhelm",33,{'German fiction -- Translations into English'},1802.0,1827.0,1814.0
PG1629,"""I Say No""","Collins, Wilkie",68,"{'Great Britain -- Social life and customs -- 19th century -- Fiction', 'Mystery fiction'}",1824.0,1889.0,1856.0
PG5658,Lord Jim,"Conrad, Joseph",957,"{'Psychological fiction', 'Merchant marine -- Officers -- Fiction', 'Indonesia -- Fiction', 'Atonement -- Fiction', 'Cowardice -- Fiction', 'British -- Indonesia -- Fiction'}",1857.0,1924.0,1890.0
PG11918,The Castle Inn,"Weyman, Stanley John",40,{'Great Britain -- History -- 18th century -- Fiction'},1855.0,1928.0,1892.0
PG11153,No Hero,"Hornung, E. W. (Ernest William)",45,"{'Man-woman relationships -- Fiction', 'Young men -- Fiction', 'South African War, 1899-1902 -- Veterans -- Fiction', 'British -- Switzerland -- Fiction', 'Widows -- Fiction'}",1866.0,1921.0,1894.0
PG23374,The Dingo Boys: The Squatters of Wallaby Range,"Fenn, George Manville",22,"{'Frontier and pioneer life -- Australia -- Juvenile fiction', 'Australia -- Emigration and immigration -- Juvenile fiction', 'Aboriginal Australians -- Juvenile fiction', 'Australia -- Juvenile fiction', 'British -- Australia -- Juvenile fiction'}",1831.0,1909.0,1870.0
PG3169,The Pursuit of the House-Boat,"Bangs, John Kendrick",52,"{'Holmes, Sherlock (Fictitious character) -- Fiction', 'Doyle, Arthur Conan, 1859-1930 -- Parodies, imitations, etc.', 'Fantasy fiction'}",1862.0,1922.0,1892.0
PG65172,A Gentleman of Leisure,"Wodehouse, P. G. (Pelham Grenville)",158,"{'British -- United States -- Fiction', 'Police -- Family relationships -- Fiction', 'Love stories', 'New York (N.Y.) -- Fiction', 'Humorous stories', 'Burglary -- Fiction'}",1881.0,1975.0,1928.0
PG8206,The Pilgrims of the Rhine,"Lytton, Edward Bulwer Lytton, Baron",47,"{'Fairies -- Fiction', 'Rhine River Valley -- Fiction', 'Fantasy fiction'}",1803.0,1873.0,1838.0
PG16005,"Jane Sinclair; Or, The Fawn Of Springvale: The Works of William Carleton, Volume Two","Carleton, William",10,{'Ireland -- Social life and customs -- Fiction'},1794.0,1869.0,1832.0
PG53567,Winefred: A Story of the Chalk Cliffs,"Baring-Gould, S. (Sabine)",16,{'English fiction'},1834.0,1924.0,1879.0
PG9913,The Trail Book,"Austin, Mary",44,"{'Nature stories, American', 'Indians of North America -- Fiction', 'American Museum of Natural History -- Fiction', 'Western stories'}",1868.0,1934.0,1901.0
PG3969,Jacqueline — Volume 2,"Bentzon, Th.",0,{'Paris (France) -- Fiction'},1840.0,1907.0,1874.0
PG5518,The Bride of the Nile — Volume 02,"Ebers, Georg",0,"{'Egypt -- History -- Fiction', 'German fiction -- Translations into English'}",1837.0,1898.0,1868.0
PG53071,"Mark the Match Boy; or, Richard Hunter's Ward","Alger, Horatio, Jr.",56,"{'Friendship -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Peddlers -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Success -- Juvenile fiction', 'New York (N.Y.) -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Diligence -- Juvenile fiction', 'Self culture -- Juvenile fiction'}",1832.0,1899.0,1866.0
PG66169,Robin Hood and His Merry Foresters,"Cundall, Joseph",114,"{'Sherwood Forest (England) -- Juvenile fiction', 'Robin Hood (Legendary character) -- Juvenile fiction', 'Clergy -- Juvenile fiction', 'Archery -- Juvenile fiction', 'Outlaws -- Juvenile fiction', 'Kings and rulers -- Juvenile fiction', 'Sheriffs -- Juvenile fiction'}",1818.0,1895.0,1856.0
PG23440,Edward Barry: South Sea Pearler,"Becke, Louis",9,"{'Pearl fisheries -- Fiction', 'Oceania -- Fiction'}",1855.0,1913.0,1884.0
PG21230,Susan: A Story for Children,"Walton, Amy",3,"{'Friendship -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Aunts -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}",1848.0,1899.0,1874.0
PG5341,Kilmeny of the Orchard,"Montgomery, L. M. (Lucy Maud)",169,"{'Teachers -- Juvenile fiction', 'Mute persons -- Juvenile fiction', 'Prince Edward Island -- Juvenile fiction'}",1874.0,1942.0,1908.0
PG34681,The Frontier Angel: A Romance of Kentucky Rangers' Life,"Ellis, Edward Sylvester",24,{'Kentucky -- Fiction'},1840.0,1916.0,1878.0
PG58967,The Procurator of Judea,"France, Anatole",25,"{'French fiction -- Translations into English', 'Pilate, Pontius, active 1st century -- Fiction', 'Short stories, French -- Translations into English'}",1844.0,1924.0,1884.0
PG6267,The Weavers: a tale of England and Egypt of fifty years ago - Complete,"Parker, Gilbert",26,{'Society of Friends -- Fiction'},1862.0,1932.0,1897.0
PG35281,The Joyous Story of Toto,"Richards, Laura Elizabeth Howe",17,"{'Animals -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Blindness -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Grandmothers -- Juvenile fiction'}",1850.0,1943.0,1896.0
PG36717,Molly Brown's Junior Days,"Speed, Nell",41,"{'Social values -- Juvenile fiction', 'College stories', 'College students -- Juvenile fiction', 'Young women -- Social life and customs -- Juvenile fiction', 'Japanese -- United States -- Juvenile fiction', 'Tricks -- Juvenile fiction'}",1878.0,1913.0,1896.0
PG3137,The Rise of Roscoe Paine,"Lincoln, Joseph Crosby",13,"{'Cape Cod (Mass.) -- Fiction', 'Massachusetts -- Fiction'}",1870.0,1944.0,1907.0
PG22846,The Ground-Ash,"Mitford, Mary Russell",8,"{'Short stories', 'Poor children -- Fiction'}",1787.0,1855.0,1821.0
PG20424,A Son of the Hills,"Comstock, Harriet T. (Harriet Theresa)",11,{'Fiction'},1860.0,1943.0,1902.0
PG157,Daddy-Long-Legs,"Webster, Jean",799,"{'Women college students -- Fiction', 'Boarding schools -- Fiction', 'Schools -- Fiction', 'Philanthropists -- Fiction', 'Bildungsromans', 'Epistolary fiction', 'Orphans -- Fiction', 'Love stories', 'Women authors -- Fiction', 'Universities and colleges -- Fiction', 'Letters -- Fiction', 'Young women -- Fiction'}",1876.0,1916.0,1896.0
PG64301,Golden Fleece: The American Adventures of a Fortune Hunting Earl,"Phillips, David Graham",9,{'British -- United States -- Fiction'},1867.0,1911.0,1889.0
PG17460,Lorna Doone: A Romance of Exmoor,"Blackmore, R. D. (Richard Doddridge)",262,"{'Historical fiction', 'Love stories', 'Exmoor (England) -- Fiction', ""Monmouth's Rebellion, 1685 -- Fiction""}",1825.0,1900.0,1862.0
PG25578,The Sunbridge Girls at Six Star Ranch,"Porter, Eleanor H. (Eleanor Hodgman)",30,"{'Ranches -- Juvenile fiction', 'Girls -- Juvenile fiction'}",1868.0,1920.0,1894.0
PG37576,The Golden Hope: A Story of the Time of King Alexander the Great,"Fuller, Robert H. (Robert Higginson)",13,"{'Greece -- History -- Macedonian Expansion, 359-323 B.C. -- Fiction', 'Adventure stories', 'Alexander, the Great, 356 B.C.-323 B.C. -- Fiction'}",1865.0,1927.0,1896.0
PG5572,"A Word, Only a Word — Volume 01","Ebers, Georg",3,"{""Netherlands -- History -- Eighty Years' War, 1568-1648 -- Fiction"", 'German fiction -- Translations into English'}",1837.0,1898.0,1868.0
PG44404,"Adrift in the Unknown; or, Queer Adventures in a Queer Realm","Cook, William Wallace",21,{'Science fiction'},1867.0,1933.0,1900.0
PG28636,The Grey Woman and other Tales,"Gaskell, Elizabeth Cleghorn",339,"{'Short stories', 'England -- Social life and customs -- 19th century -- Fiction'}",1810.0,1865.0,1838.0
PG27079,Jonah and Co.,"Yates, Dornford",15,"{'Pau (France) -- Fiction', 'Humorous stories', 'Love stories'}",1885.0,1960.0,1922.0
PG1667,My Aunt Margaret's Mirror,"Scott, Walter",49,"{'Magic -- Fiction', 'Scotland -- Social life and customs -- Fiction'}",1771.0,1832.0,1802.0
PG39214,When Love Calls,"Weyman, Stanley John",7,"{'France -- Fiction', 'England -- Fiction', 'Short stories, English'}",1855.0,1928.0,1892.0
PG23809,An Idyl of the East Side: 1891,"Janvier, Thomas A. (Thomas Allibone)",5,{'United States -- Social life and customs -- 19th century -- Fiction'},1849.0,1913.0,1881.0
PG6256,"Donovan Pasha, and Some People of Egypt — Volume 1","Parker, Gilbert",4,"{'Egypt -- Fiction', 'Short stories'}",1862.0,1932.0,1897.0
PG39168,Sophia: A Romance,"Weyman, Stanley John",16,"{'Love stories', 'England -- Social life and customs -- 18th century -- Fiction', 'Great Britain -- History -- George II, 1727-1760 -- Fiction', 'Young women -- Fiction'}",1855.0,1928.0,1892.0
PG43325,Her Benny: A Story of Street Life,"Hocking, Silas K. (Silas Kitto)",33,"{'Children -- Conduct of life -- Juvenile fiction', 'Farms -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Diligence -- Juvenile fiction', 'Street life -- Juvenile fiction', 'Adventure stories', 'Christian life -- Juvenile fiction', 'Accidents -- Juvenile fiction'}",1850.0,1935.0,1892.0
PG57825,Jimmy Drury: Candid Camera Detective,"O'Hara, David",11,"{'Detective and mystery stories', 'Photography -- Juvenile fiction', 'High school students -- Juvenile fiction', 'Teenage boys -- Juvenile fiction'}",1878.0,1959.0,1918.0
PG63566,Jack Manly; His Adventures by Sea and Land,"Grant, James",18,"{'Animals -- Juvenile fiction', 'Seafaring life -- Juvenile fiction', 'Wilderness survival -- Juvenile fiction', 'Voyages around the world -- Juvenile fiction', 'Adventure stories'}",1822.0,1887.0,1854.0
PG20745,"An Outcast; Or, Virtue and Faith","Adams, F. Colburn (Francis Colburn)",7,"{'United States -- Social life and customs -- 19th century -- Fiction', 'Vice -- Fiction', 'Conduct of life -- Fiction'}",1850.0,1891.0,1870.0
PG36601,A Vendetta of the Desert,"Scully, W. C. (William Charles)",3,"{'South African fiction (English)', 'Afrikaners -- Fiction', 'South Africa -- Fiction'}",1855.0,1943.0,1899.0
PG24680,The Martyr of the Catacombs: A Tale of Ancient Rome,"De Mille, James",69,"{'Historical fiction', 'Rome -- History -- Empire, 30 B.C.-284 A.D.', 'Christian fiction', 'Church history -- Primitive and early church, ca. 30-600 -- Fiction'}",1833.0,1880.0,1856.0
PG50796,Shipping Clerk,"Samachson, Joseph",21,"{'Short stories', 'Poor -- Fiction', 'Science fiction'}",1906.0,1980.0,1943.0
PG9587,Margaret Smith's Journal: Part 1 from Volume V of The Works of John Greenleaf Whittier,"Whittier, John Greenleaf",4,"{'Women -- Massachusetts -- Fiction', 'United States -- History -- Colonial period, ca. 1600-1775 -- Fiction', 'Massachusetts Bay Company -- Fiction'}",1807.0,1892.0,1850.0
PG3776,The Valley of Fear,"Doyle, Arthur Conan",52,"{'Holmes, Sherlock (Fictitious character) -- Fiction', 'Detective and mystery stories', 'Private investigators -- England -- Fiction'}",1859.0,1930.0,1894.0
PG65810,Christmas for Tad: A Story of Mary and Abraham Lincoln,"Miller, Helen Topping",18,"{'Lincoln, Abraham, 1809-1865 -- Fiction', 'Lincoln, Mary Todd, 1818-1882 -- Fiction', 'Biographical fiction', 'Presidents -- United States -- Fiction', 'Christmas stories', 'Lincoln, Thomas, 1853-1871 -- Fiction'}",1884.0,1960.0,1922.0
PG5700,Love and Life: An Old Story in Eighteenth Century Costume,"Yonge, Charlotte M. (Charlotte Mary)",13,{'English fiction -- 19th century'},1823.0,1901.0,1862.0
PG60451,The Mystery of Suicide Place,"Miller, Alex. McVeigh, Mrs.",10,{'Mystery fiction'},1850.0,1937.0,1894.0
PG5950,The Fortunes of Nigel,"Scott, Walter",96,"{'Scots -- England -- Fiction', 'James I, King of England, 1566-1625 -- Fiction', 'Great Britain -- History -- James I, 1603-1625 -- Fiction', 'Historical fiction', 'London (England) -- History -- 17th century -- Fiction'}",1771.0,1832.0,1802.0
PG29931,The Big Tomorrow,"Shaver, Richard S.",41,"{'Short stories', 'Science fiction'}",1907.0,1975.0,1941.0
PG4633,Philip Steele of the Royal Northwest Mounted Police,"Curwood, James Oliver",35,"{'Western stories', 'Mounted police -- Fiction', 'Royal Canadian Mounted Police -- Fiction', 'Northwest, Canadian -- Fiction'}",1878.0,1927.0,1902.0
PG1414,Somebody's Luggage,"Dickens, Charles",45,{'England -- Social life and customs -- 19th century -- Fiction'},1812.0,1870.0,1841.0
PG38895,The Cloister and the Hearth: A Tale of the Middle Ages,"Reade, Charles",52,"{'Netherlands -- Fiction', 'Historical fiction', 'Love stories', 'Middle Ages -- Fiction'}",1814.0,1884.0,1849.0
PG3932,Zibeline — Volume 2,"Massa, Philippe, marquis de",0,"{'Heroines -- Fiction', 'Paris (France) -- Fiction'}",1831.0,1911.0,1871.0
PG42926,The Last of Their Race,"Swan, Annie S.",11,{'Fiction'},1859.0,1943.0,1901.0
PG34616,Barren Honour: A Novel,"Lawrence, George A. (George Alfred)",15,{'Fiction'},1827.0,1876.0,1852.0
PG18093,From the Valley of the Missing,"White, Grace Miller",35,"{'Social classes -- Fiction', 'New York (State) -- Fiction', 'Kidnapping -- Fiction'}",1868.0,1957.0,1912.0
PG16903,The Gold-Stealers: A Story of Waddy,"Dyson, Edward",4,{'Australia -- Fiction'},1865.0,1931.0,1898.0
PG62546,Prey of the Space Falcon,"Peacock, Wilbur S.",22,"{'Drug traffic -- Fiction', 'Revolutionaries -- Fiction', 'Pirates -- Fiction', 'Science fiction'}",1911.0,1979.0,1945.0
PG57298,"Scott Burton, Forester","Cheyney, Edward G. (Edward Gheen)",4,"{'College stories', 'Forestry schools and education -- Juvenile fiction', 'Forests and forestry -- Juvenile fiction', 'Minnesota -- Juvenile fiction'}",1878.0,1950.0,1914.0
PG18774,The Sun of Quebec: A Story of a Great Crisis,"Altsheler, Joseph A. (Joseph Alexander)",19,"{'United States -- History -- French and Indian War, 1754-1763 -- Juvenile fiction'}",1862.0,1919.0,1890.0
PG43019,Love After Marriage; and Other Stories of the Heart,"Hentz, Caroline Lee",32,"{'Short stories, American', 'Fiction'}",1800.0,1856.0,1828.0
PG58770,Beryl of the Biplane: Being the Romance of an Air-Woman of To-Day,"Le Queux, William",8,"{'World War, 1914-1918 -- Aerial operations -- Fiction'}",1864.0,1927.0,1896.0
PG65186,Beyond the Fearful Forest,"Krepps, Robert W.",55,"{'Hunters -- Fiction', 'Science fiction'}",1919.0,1980.0,1950.0
PG53031,The Barton Experiment,"Habberton, John",5,"{'Christian life -- Fiction', 'Reformers -- Fiction', 'Conduct of life -- Fiction', 'Evangelistic work -- Fiction', 'Alcoholism -- Fiction'}",1842.0,1921.0,1882.0
PG32795,Three Thousand Dollars,"Green, Anna Katharine",20,"{'New York (N.Y.) -- Fiction', 'Robbery -- Fiction', 'Criminals -- Fiction'}",1846.0,1935.0,1890.0
PG7623,Pelham — Complete,"Lytton, Edward Bulwer Lytton, Baron",82,"{'English fiction -- 19th century', 'Adventure stories', 'Great Britain -- History -- 19th century -- Fiction'}",1803.0,1873.0,1838.0
PG25429,The Peril Finders,"Fenn, George Manville",40,"{'Fathers and sons -- Juvenile fiction', 'Frontier and pioneer life -- West (U.S.) -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction'}",1831.0,1909.0,1870.0
PG35484,The Black Eagle Mystery,"Bonner, Geraldine",24,"{'Detective and mystery stories', 'American fiction -- 20th century'}",1870.0,1930.0,1900.0
PG57643,Doctor Izard,"Green, Anna Katharine",27,"{'Detective and mystery stories', 'American fiction -- 19th century'}",1846.0,1935.0,1890.0
PG54900,The Return of the O'Mahony: A Novel,"Frederic, Harold",23,"{'Ireland -- Fiction', 'United States -- History -- Civil War, 1861-1865 -- Desertions -- Fiction', 'Deception -- Fiction'}",1856.0,1898.0,1877.0
PG16918,Hills of the Shatemuc,"Warner, Susan",2,"{'Children -- Death -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Farm life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}",1819.0,1885.0,1852.0
PG28439,The Comings of Cousin Ann,"Sampson, Emma Speed",19,"{'Cousins -- Fiction', 'Kentucky -- Fiction', 'Hospitality -- Fiction', 'Families -- Fiction'}",1868.0,1947.0,1908.0
PG1761,My Buried Treasure,"Davis, Richard Harding",8,"{'Short stories', 'Fiction'}",1864.0,1916.0,1890.0
PG23487,"Tonio, Son of the Sierras: A Story of the Apache War","King, Charles",13,"{'Soldiers -- West (U.S.) -- Fiction', 'Western stories', 'Apache Indians -- Wars, 1872-1873 -- Fiction'}",1844.0,1933.0,1888.0
PG5509,Arachne — Volume 02,"Ebers, Georg",1,"{'Egypt -- History -- 332-30 B.C. -- Fiction', 'German fiction -- Translations into English'}",1837.0,1898.0,1868.0
PG3499,Jo's Boys,"Alcott, Louisa May",376,"{'Family life -- New England -- Fiction', 'Boarding schools -- Fiction', 'Schools -- Fiction', 'New England -- Fiction'}",1832.0,1888.0,1860.0
PG4591,After a Shadow and Other Stories,"Arthur, T. S. (Timothy Shay)",51,"{'Short stories', 'American fiction -- 19th century'}",1809.0,1885.0,1847.0
PG57242,"The Treasure of the ""San Philipo""","Westerman, Percy F. (Percy Francis)",7,"{'Adventure stories', 'Treasure troves -- Juvenile fiction'}",1876.0,1959.0,1918.0
PG32895,A Veldt Vendetta,"Mitford, Bertram",37,{'South Africa -- Fiction'},1855.0,1914.0,1884.0
PG13832,"Romance of California Life: Illustrated by Pacific Slope Stories, Thrilling, Pathetic and Humorous","Habberton, John",63,{'California -- Fiction'},1842.0,1921.0,1882.0
PG50122,The Glorious Return: A Story of the Vaudois in 1689,"Temple, Crona",9,{'Waldenses -- Fiction'},1846.0,1916.0,1881.0
PG40640,The Following of the Star: A Romance,"Barclay, Florence L. (Florence Louisa)",23,"{'Clergy -- Fiction', 'Missionaries -- Fiction', 'Marriage -- Fiction', 'Inheritance and succession -- Fiction'}",1862.0,1921.0,1892.0
PG41224,"The Sicilian Bandit: From the Volume ""Captain Paul""","Dumas, Alexandre",35,{'Brigands and robbers -- Fiction'},1802.0,1870.0,1836.0
PG153,Jude the Obscure,"Hardy, Thomas",864,"{'Illegitimate children -- Fiction', 'Unmarried couples -- Fiction', 'Adultery -- Fiction', 'Didactic fiction', 'Love stories', 'Children -- Death -- Fiction', 'Stonemasons -- Fiction', 'Wessex (England) -- Fiction'}",1840.0,1928.0,1884.0
PG43126,The Children of the Castle,"Molesworth, Mrs.",20,"{'Sisters -- Juvenile fiction', 'Fairies -- Juvenile fiction', 'Castles -- Juvenile fiction', 'Fishing -- Juvenile fiction', 'Magic -- Juvenile fiction', 'Princesses -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Fantasy literature', 'Conduct of life -- Juvenile fiction'}",1839.0,1921.0,1880.0
PG31496,Ditte: Girl Alive!,"Andersen Nexø, Martin",18,"{'Danish fiction -- Translations into English', 'Denmark -- Fiction'}",1869.0,1954.0,1912.0
PG34338,Monsieur Cherami,"Kock, Paul de",15,{'French fiction -- Translations into English'},1793.0,1871.0,1832.0
PG46674,Stover at Yale,"Johnson, Owen",40,"{'College stories', 'Yale University -- Fiction'}",1878.0,1952.0,1915.0
PG36281,The Slayer of Souls,"Chambers, Robert W. (Robert William)",54,"{'Conspiracies -- Fiction', 'Magic -- Fiction', 'Fantasy fiction'}",1865.0,1933.0,1899.0
PG4676,Outpost,"Austin, Jane G. (Jane Goodwin)",14,{'Fiction'},1831.0,1894.0,1862.0
PG21292,Brave and True: Short stories for children by G. M. Fenn and Others,"Fenn, George Manville",10,"{""Children's poetry"", 'Courage -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Short stories', ""Children's stories"", 'Indians of North America -- Juvenile fiction'}",1831.0,1909.0,1870.0
PG41637,The Forgotten Planet,"Leinster, Murray",140,{'Science fiction'},1896.0,1975.0,1936.0
PG14755,Father Stafford,"Hope, Anthony",15,"{'Clergy -- Fiction', 'Mate selection -- Fiction', 'England -- Social life and customs -- Fiction'}",1863.0,1933.0,1898.0
PG12611,The Regent,"Bennett, Arnold",29,"{'City and town life -- Fiction', 'London (England) -- Fiction', 'Adventure stories'}",1867.0,1931.0,1899.0
PG14605,The Devil's Garden,"Maxwell, W. B. (William Babington)",16,{'Fiction'},1866.0,1938.0,1902.0
PG31771,"Si Klegg, Book 1: His Transformation from a Raw Recruit to a Veteran","McElroy, John",40,"{'United States -- History -- Civil War, 1861-1865 -- Fiction', 'Indiana -- History -- Civil War, 1861-1865 -- Fiction'}",1846.0,1929.0,1888.0
PG26310,My New Home,"Molesworth, Mrs.",12,"{'Cousins -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Grandparent and child -- Juvenile fiction'}",1839.0,1921.0,1880.0
PG59927,Black Sheep: A Novel,"Yates, Edmund",5,{'Fiction'},1831.0,1894.0,1862.0
PG16540,Melchior's Dream and Other Tales,"Ewing, Juliana Horatia",21,"{""Children's stories, English"", 'Conduct of life -- Juvenile fiction'}",1841.0,1885.0,1863.0
PG5140,He Knew He Was Right,"Trollope, Anthony",75,"{'Married people -- Fiction', 'Husbands -- Fiction', 'Psychological fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Domestic fiction'}",1815.0,1882.0,1848.0
PG958,Rinkitink in Oz: Wherein Is Recorded the Perilous Quest of Prince Inga of Pingaree and King Rinkitink in the Magical Isles That Lie Beyond the Borderland of Oz,"Baum, L. Frank (Lyman Frank)",41,"{'Islands -- Juvenile fiction', 'Magic -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Slaves -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Gale, Dorothy (Fictitious character) -- Juvenile fiction', 'Goats -- Juvenile fiction', 'Wizard of Oz (Fictitious character) -- Juvenile fiction', 'Fantasy literature', 'Good and evil -- Juvenile fiction', 'Oz (Imaginary place) -- Juvenile fiction', 'Kings and rulers -- Juvenile fiction', 'Escapes -- Juvenile fiction'}",1856.0,1919.0,1888.0
PG5301,The Imperialist,"Duncan, Sara Jeannette",24,"{'Autobiographical fiction', 'Ontario -- Fiction', 'Political fiction', 'Domestic fiction', 'Imperialism -- Fiction'}",1861.0,1922.0,1892.0
PG29729,Victor's Triumph: Sequel to A Beautiful Fiend,"Southworth, Emma Dorothy Eliza Nevitte",24,{'Fiction'},1819.0,1899.0,1859.0
PG50309,Dave Dawson in Libya,"Bowen, Robert Sidney",48,"{'World War, 1939-1945 -- Juvenile fiction'}",1900.0,1977.0,1938.0
PG62783,"Lob Lie-By-The-Fire, The Brownies and Other Tales","Ewing, Juliana Horatia",31,"{'Children -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}",1841.0,1885.0,1863.0
PG35684,At Large,"Hornung, E. W. (Ernest William)",12,"{'Love stories', 'Australians -- England -- Fiction'}",1866.0,1921.0,1894.0
PG37725,The Fisher Girl,"Bjørnson, Bjørnstjerne",25,"{'Bildungsromans', 'Norway -- Fiction', 'Young women -- Fiction'}",1832.0,1910.0,1871.0
PG15230,Miss Mink's Soldier and Other Stories,"Rice, Alice Caldwell Hegan",20,"{'Short stories', 'Fiction'}",1870.0,1942.0,1906.0
PG30408,The Fifth-Dimension Tube,"Leinster, Murray",130,{'Science fiction'},1896.0,1975.0,1936.0
PG31140,"Young Auctioneers; Or, The Polishing of a Rolling Stone","Stratemeyer, Edward",10,"{'Auctioneers -- Juvenile fiction', 'Auctions -- Juvenile fiction'}",1862.0,1930.0,1896.0
PG54048,"The Romany Rye: A sequel to ""Lavengro""","Borrow, George",22,"{'England -- Fiction', 'Romanies -- Fiction', 'Adventure stories'}",1803.0,1881.0,1842.0
PG26389,Dorothy on a Ranch,"Raymond, Evelyn",14,"{'Sheep ranches -- Juvenile fiction', 'Chester, Dorothy (Fictitious character) -- Juvenile fiction', 'Horses -- Juvenile fiction', 'Ranch life -- Juvenile fiction', 'Western stories', 'Colorado -- Juvenile fiction', 'Silver mines and mining -- Juvenile fiction'}",1843.0,1910.0,1876.0
PG41433,Robert Kimberly,"Spearman, Frank H. (Frank Hamilton)",19,"{'Man-woman relationships -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Divorce -- Fiction', 'Sugar trade -- Fiction', 'Married women -- Fiction'}",1859.0,1937.0,1898.0
PG40959,Le Cocu (Novels of Paul de Kock Volume XVIII),"Kock, Paul de",18,{'French fiction -- 19th century'},1793.0,1871.0,1832.0
PG2515,Stepping Heavenward,"Prentiss, E. (Elizabeth)",48,"{'Christian life -- Fiction', 'Conduct of life -- Fiction'}",1818.0,1878.0,1848.0
PG45265,The Story of a Fierce Bad Rabbit,"Potter, Beatrix",134,"{'Hunters -- Juvenile fiction', 'Disorderly conduct -- Juvenile fiction', 'Rabbits -- Juvenile fiction'}",1866.0,1943.0,1904.0
PG43362,Riddle of the Storm: A Mystery Story for Boys,"Snell, Roy J. (Roy Judson)",14,"{'Mines and mineral resources -- Juvenile fiction', 'Mystery and detective stories', 'Aircraft theft -- Juvenile fiction'}",1878.0,1959.0,1918.0
PG59223,"Flower and Jewel; or, Daisy Forrest's Daughter","Miller, Alex. McVeigh, Mrs.",10,"{'Gothic fiction', 'Mothers and daughters -- Fiction', 'Sisters -- Fiction'}",1850.0,1937.0,1894.0
PG62479,"Buffalo Bill Entrapped; or, A Close Call","Ingraham, Prentiss",22,"{'Dime novels', 'Buffalo Bill, 1846-1917 -- Fiction'}",1843.0,1904.0,1874.0
PG508,Twice-Told Tales,"Hawthorne, Nathaniel",60,"{'Short stories', 'New England -- Social life and customs -- Fiction', 'Historical fiction, American'}",1804.0,1864.0,1834.0
PG63779,The Blue Venus,"McDowell, Robert Emmett",32,"{'Outlaws -- Fiction', 'Venus (Planet) -- Fiction', 'Slaves -- Fiction', 'Experiments -- Fiction', 'Science fiction'}",1914.0,1975.0,1944.0
PG59529,All But Lost: A Novel. Vol. 3 of 3,"Henty, G. A. (George Alfred)",13,{'Fiction'},1832.0,1902.0,1867.0
PG20357,Jerry,"Webster, Jean",8,"{'Love stories', 'Americans -- Italy -- Fiction'}",1876.0,1916.0,1896.0
PG14740,The Princess Passes,"Williamson, C. N. (Charles Norris)",46,{'Automobiles -- Fiction'},1859.0,1920.0,1890.0
PG5110,The Adventures of Jerry Muskrat,"Burgess, Thornton W. (Thornton Waldo)",67,"{'Muskrat -- Juvenile fiction', 'Animals -- Juvenile fiction'}",1874.0,1965.0,1920.0
PG23263,The Fugitives: The Tyrant Queen of Madagascar,"Ballantyne, R. M. (Robert Michael)",17,"{'Fugitives from justice -- Juvenile fiction', 'Madagascar -- History -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Queens -- Juvenile fiction'}",1825.0,1894.0,1860.0
PG2155,Phyllis of Philistia,"Moore, Frank Frankfort",36,{'Fiction'},1855.0,1931.0,1893.0
PG53015,A Guest of Ganymede,"MacApp, C. C.",24,"{'Thieves -- Fiction', 'Science fiction', 'Human-alien encounters -- Fiction'}",1917.0,1971.0,1944.0
PG22328,"Oh, You Tex!","Raine, William MacLeod",24,"{'Western stories', 'Texas -- Fiction'}",1871.0,1954.0,1912.0
