id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type
PG10002,The House on the Borderland,"Hodgson, William Hope",1877.0,1918.0,['en'],797,{'Science fiction'},
PG10005,"A Voyage to the Moon: With Some Account of the Manners and Customs, Science and Philosophy, of the People of Morosofia, and Other Lunarians","Tucker, George",1775.0,1861.0,['en'],77,"{'Space flight to the moon -- Fiction', 'Science fiction'}",
PG10006,La Fiammetta,"Boccaccio, Giovanni",1313.0,1375.0,['en'],41,{'Fiction'},
PG10007,Carmilla,"Le Fanu, Joseph Sheridan",1814.0,1873.0,['en'],7054,"{'Vampires -- Fiction', 'Young women -- Fiction'}",
PG10008,The Mystery,"White, Stewart Edward",1873.0,1946.0,['en'],25,{'Science fiction'},
PG10021,Tenterhooks,"Leverson, Ada",1862.0,1933.0,['en'],10,"{'London (England) -- Social life and customs -- 20th century -- Fiction', 'Man-woman relationships -- Fiction'}",
PG10025,Gaslight Sonatas,"Hurst, Fannie",1889.0,1968.0,['en'],12,"{'Slums -- Fiction', 'City and town life -- Fiction', 'Short stories, American', 'Immigrants -- Fiction', 'Poor -- Fiction'}",
PG10027,"The Triple Alliance, Its Trials and Triumphs","Avery, Harold",1867.0,1943.0,['en'],6,{'Schools -- Juvenile fiction'},
PG10037,A Beautiful Possibility,"Black, Edith Ferguson",1857.0,1936.0,['en'],6,"{'Christian life -- Fiction', 'Orphans -- Fiction'}",
PG10038,The Magnetic North,"Robins, Elizabeth",1862.0,1952.0,['en'],44,{'Yukon -- Fiction'},
PG10041,The Rivet in Grandfather's Neck: A Comedy of Limitations,"Cabell, James Branch",1879.0,1958.0,['en'],29,{'Southern States -- Social life and customs -- Fiction'},
PG10045,"Dave Darrin's Second Year at Annapolis: Or, Two Midshipmen as Naval Academy ""Youngsters""","Hancock, H. Irving (Harrie Irving)",1868.0,1922.0,['en'],12,{'United States Naval Academy -- Juvenile fiction'},
PG10046,Salute to Adventurers,"Buchan, John",1875.0,1940.0,['en'],21,"{'Virginia -- History -- Colonial period, ca. 1600-1775 -- Fiction', 'Scottish Americans -- Virginia -- Fiction', 'Jamestown (Va.) -- Fiction', 'Historical fiction', 'Glasgow (Scotland) -- Fiction'}",
PG10048,"Billie Bradley and Her Inheritance; Or, The Queer Homestead at Cherry Corners","Wheeler, Janet D.",,,['en'],5,"{'Inheritance and succession -- Juvenile fiction', 'Girls -- Juvenile fiction'}",
PG10049,Old Lady Mary: A Story of the Seen and the Unseen,"Oliphant, Mrs. (Margaret)",1828.0,1897.0,['en'],12,"{'Death -- Fiction', 'Inheritance and succession -- Fiction'}",
PG10050,A Little Pilgrim: Stories of the Seen and the Unseen,"Oliphant, Mrs. (Margaret)",1828.0,1897.0,['en'],9,{'Death -- Fiction'},
PG10051,The Little Pilgrim: Further Experiences.: Stories of the Seen and the Unseen.,"Oliphant, Mrs. (Margaret)",1828.0,1897.0,['en'],5,{'Death -- Fiction'},
PG10052,"The Open Door, and the Portrait.: Stories of the Seen and the Unseen.","Oliphant, Mrs. (Margaret)",1828.0,1897.0,['en'],152,{'Manners and customs -- Fiction'},
PG10057,The Secret of the Tower,"Hope, Anthony",1863.0,1933.0,['en'],10,"{'Women physicians -- Fiction', 'England -- Social life and customs -- 20th century -- Fiction', 'Mystery fiction', 'World War, 1914-1918 -- Veterans -- Fiction'}",
PG10059,Aunt Jane's Nieces on Vacation,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,['en'],11,"{'Cousins -- Juvenile fiction', 'Mystery and detective stories', 'Uncles -- Juvenile fiction', 'Family -- Juvenile fiction', 'Newspaper publishing -- Juvenile fiction', 'Farm life -- Juvenile fiction', 'Young women -- Social life and customs -- Juvenile fiction', 'Women authors -- Juvenile fiction'}",
PG10062,The Iron Game: A Tale of the War,"Keenan, Henry F. (Henry Francis)",1850.0,1928.0,['en'],7,"{'United States -- History -- Civil War, 1861-1865 -- Fiction'}",
PG10064,Beltane the Smith,"Farnol, Jeffery",1878.0,1952.0,['en'],9,{'Blacksmiths -- Fiction'},
PG10066,Gunman's Reckoning,"Brand, Max",1892.0,1944.0,['en'],55,"{'Western stories', 'Man-woman relationships -- Fiction', 'Frontier and pioneer life -- West (U.S.) -- Fiction', 'Outlaws -- Fiction'}",
PG10067,The Mystery of the Boule Cabinet: A Detective Story,"Stevenson, Burton Egbert",1872.0,1962.0,['en'],26,"{'Detective and mystery stories', 'Fiction'}",
PG10068,The Power and the Glory,"Cooke, Grace MacGowan",1863.0,1944.0,['en'],42,"{'Social classes -- Fiction', 'Appalachian Region -- Fiction', 'Working class women -- Fiction', 'Psychological fiction', 'Women -- Appalachian Region -- Fiction', 'Social problems -- Fiction', 'Mills and mill-work -- Fiction', 'Domestic fiction'}",
PG10076,Lister's Great Adventure,"Bindloss, Harold",1866.0,1945.0,['en'],11,"{'Africa -- Fiction', 'Shipwrecks -- Fiction', 'Love stories', 'Salvage -- Fiction'}",
PG10081,"The Boy Allies at Jutland; Or, The Greatest Naval Battle of History","Hayes, Clair W. (Clair Wallace)",1887.0,,['en'],11,"{'Jutland, Battle of, 1916 -- Juvenile fiction', 'World War, 1914-1918 -- Naval operations -- Juvenile fiction'}",
PG10082,The Hampstead Mystery,"Watson, John R. (John Reay)",1872.0,,['en'],41,"{'England -- Fiction', 'Detective and mystery stories'}",
PG10084,Kazan,"Curwood, James Oliver",1878.0,1927.0,['en'],38,"{'Dogs -- Fiction', 'Wolfdogs -- Fiction'}",
PG10086,The Minute Boys of the Mohawk Valley,"Otis, James",1848.0,1912.0,['en'],7,"{'United States -- History -- Revolution, 1775-1783 -- Juvenile fiction'}",
PG10087,Old Lady Number 31,"Forsslund, Louise",1873.0,1910.0,['en'],7,"{'Older people -- Fiction', 'Long Island (N.Y.) -- Fiction', 'Poor -- Fiction'}",
PG10093,Gutta-Percha Willie: The Working Genius,"MacDonald, George",1824.0,1905.0,['en'],4,"{'Water -- Juvenile fiction', 'Reading -- Juvenile fiction', 'Gifted persons -- Juvenile fiction', 'Physicians -- Juvenile fiction'}",
PG10094,A Soldier of Virginia: A Tale of Colonel Washington and Braddock's Defeat,"Stevenson, Burton Egbert",1872.0,1962.0,['en'],11,"{'Biographical fiction', 'Washington, George, 1732-1799 -- Fiction', 'Soldiers -- Fiction', 'Virginia -- History -- Colonial period, ca. 1600-1775 -- Fiction', ""Braddock's Campaign, 1755 -- Fiction"", 'Historical fiction'}",
PG10095,"The Twilight of the Gods, and Other Tales","Garnett, Richard",1835.0,1906.0,['en'],72,"{'Legends -- Fiction', 'Short stories, English', 'Satire', 'Mythology -- Fiction'}",
PG10101,A Little Boy Lost,"Hudson, W. H. (William Henry)",1841.0,1922.0,['en'],8,"{'Boys -- Juvenile fiction', 'Fantasy literature', 'Nature -- Juvenile fiction', 'Self-reliance -- Juvenile fiction'}",
PG10109,The Unspeakable Gentleman,"Marquand, John P. (John Phillips)",1893.0,1960.0,['en'],17,"{'Fathers and sons -- Fiction', 'Adventure stories', 'Massachusetts -- Fiction', 'Napoleon I, Emperor of the French, 1769-1821 -- Fiction'}",
PG10110,The Postmaster's Daughter,"Tracy, Louis",1863.0,1928.0,['en'],30,"{'Detective and mystery stories', 'Villages -- England -- Fiction'}",
PG10123,Aunt Jane's Nieces,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,['en'],22,"{'Cousins -- Juvenile fiction', 'Young women -- Juvenile fiction', 'Inheritance and succession -- Juvenile fiction', 'Families -- Economic aspects -- Juvenile fiction', 'Family -- Juvenile fiction', 'Aunts -- Juvenile fiction'}",
PG10124,Aunt Jane's Nieces and Uncle John,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,['en'],23,"{'Brigands and robbers -- Juvenile fiction', 'Cousins -- Juvenile fiction', 'Young women -- Juvenile fiction', 'California -- Juvenile fiction', 'Family -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Western stories', 'West (U.S.) -- Juvenile fiction', 'Uncles -- Juvenile fiction', 'Rocky Mountains -- Description and travel -- Juvenile fiction'}",
PG10127,Abducted to Oz,"Evans, Robert J.",,,['en'],19,"{'Oz (Imaginary place) -- Juvenile fiction', 'Fantasy literature'}",
PG10132,The Sowers,"Merriman, Henry Seton",1862.0,1903.0,['en'],5,{'Russia -- Fiction'},
PG10134,"John Wesley, Jr.: The Story of an Experiment","Brummitt, Dan B. (Dan Brearley)",1867.0,1939.0,['en'],14,"{'Methodists -- Fiction', 'Christian fiction'}",
PG1013,The First Men in the Moon,"Wells, H. G. (Herbert George)",1866.0,1946.0,['en'],279,"{'Utopias -- Fiction', 'Utopian fiction', 'Moon -- Fiction', 'Satire', 'Space flight to the moon -- Fiction', 'Imperialism -- Fiction', 'Science fiction'}",
PG10142,Maezli: A Story of the Swiss Valleys,"Spyri, Johanna",1827.0,1901.0,['en'],32,{'Switzerland -- Juvenile fiction'},
PG10149,"Home as Found: Sequel to ""Homeward Bound""","Cooper, James Fenimore",1789.0,1851.0,['en'],38,{'United States -- Social life and customs -- Fiction'},
PG1014,The Lure of the Dim Trails,"Bower, B. M.",1871.0,1940.0,['en'],44,"{'Cowboys -- Fiction', 'Western stories'}",
PG10150,Dracula's Guest,"Stoker, Bram",1847.0,1912.0,['en'],1129,"{'Gothic fiction', 'Short stories', 'Horror tales'}",
PG10164,"The Black Creek Stopping-House, and Other Stories","McClung, Nellie L.",1873.0,1951.0,['en'],15,"{'Manitoba -- Fiction', 'Short stories, Canadian'}",
PG10165,Across the Zodiac: The Story of a Wrecked Record,"Greg, Percy",1836.0,1889.0,['en'],58,{'Science fiction'},
PG1018,The Water-Babies,"Kingsley, Charles",1819.0,1875.0,['en'],412,"{'Fairy tales -- England', 'Chimney sweeps -- Juvenile fiction'}",
PG10201,The Desert of Wheat,"Grey, Zane",1872.0,1939.0,['en'],41,"{'World War, 1914-1918 -- Fiction', 'War stories'}",
PG10210,"Wolves of the Sea: Being a Tale of the Colonies from the Manuscript of One Geoffry Carlyle, Seaman, Narrating Certain Strange Adventures Which Befell Him Aboard the Pirate Craft ""Namur""","Parrish, Randall",1858.0,1923.0,['en'],18,"{'Sea stories', 'Pirates -- Fiction'}",
PG10211,At Whispering Pine Lodge,"Leslie, Lawrence J.",,,['en'],4,{'Camping -- Fiction'},
PG10212,Peck's Bad Boy with the Circus,"Peck, George W. (George Wilbur)",1840.0,1916.0,['en'],16,"{'Boys -- Juvenile fiction', 'Circus -- Juvenile fiction'}",
PG10213,The Everlasting Whisper,"Gregory, Jackson",1882.0,1943.0,['en'],29,"{'Western stories', 'California -- Fiction'}",
PG10220,Daddy Takes Us Skating,"Garis, Howard Roger",1873.0,1962.0,['en'],10,"{'Winter -- Juvenile fiction', 'Fathers -- Juvenile fiction', 'Skating -- Juvenile fiction'}",
PG10221,Purple Springs,"McClung, Nellie L.",1873.0,1951.0,['en'],12,"{'Political fiction', 'Manitoba -- Politics and government -- Fiction'}",
PG10222,The Pilgrims of New England: A Tale of the Early American Settlers,"Webb-Peploe, Mrs. (Annie)",1805.0,1880.0,['en'],8,{'Pilgrims (New Plymouth Colony) -- Fiction'},
PG10226,Beautiful Joe: An Autobiography,"Saunders, Marshall",1861.0,1947.0,['en'],9,"{'Dogs -- Fiction', 'Dog owners -- Fiction', 'Didactic fiction', 'Animal welfare -- Fiction', 'Canada -- Fiction', 'Human-animal relationships -- Fiction'}",
PG10234,Old Creole Days: A Story of Creole Life,"Cable, George Washington",1844.0,1925.0,['en'],57,"{'New Orleans (La.) -- Fiction', 'Historical fiction', 'Creoles -- Fiction', 'Louisiana -- Social life and customs -- Fiction'}",
PG1023,Bleak House,"Dickens, Charles",1812.0,1870.0,['en'],5707,"{'Illegitimate children -- Fiction', 'Legal stories', 'Bildungsromans', 'London (England) -- Fiction', 'Young women -- Fiction', 'Guardian and ward -- Fiction', 'Domestic fiction', 'Inheritance and succession -- Fiction'}",
PG1024,The Wrecker,"Stevenson, Robert Louis",1850.0,1894.0,['en'],62,"{'Avarice -- Fiction', 'Treasure troves -- Fiction', 'Shipwrecks -- Fiction'}",
PG10267,"The Outdoor Chums; Or, The First Tour of the Rod, Gun and Camera Club","Allen, Quincy",,,['en'],8,{'Camping -- Juvenile fiction'},
PG10268,Patty at Home,"Wells, Carolyn",1862.0,1942.0,['en'],20,{'Girls -- Juvenile fiction'},
PG1026,The Diary of a Nobody,"Grossmith, Weedon",1852.0,1919.0,['en'],542,"{'Men -- England -- Fiction', 'Diary fiction', 'Humorous stories', 'Middle class -- Fiction', 'England -- Fiction', 'Suburban life -- Fiction'}",
PG1027,The Lone Star Ranger: A Romance of the Border,"Grey, Zane",1872.0,1939.0,['en'],166,"{'Western stories', 'Mexican-American Border Region -- Fiction'}",
PG1028,The Professor,"Brontë, Charlotte",1816.0,1855.0,['en'],282,"{'Belgium -- Social life and customs -- 19th century -- Fiction', 'British -- Belgium -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Love stories', 'Women teachers -- Fiction', 'Brussels (Belgium) -- Fiction'}",
PG1029,The Night-Born,"London, Jack",1876.0,1916.0,['en'],92,"{'Short stories', 'Adventure and adventurers -- Fiction'}",
PG102,The Tragedy of Pudd'nhead Wilson,"Twain, Mark",1835.0,1910.0,['en'],1108,"{'Race relations -- Fiction', 'Legal stories', 'Infants switched at birth -- Fiction', 'Trials (Murder) -- Fiction', 'Missouri -- Fiction', 'Impostors and imposture -- Fiction', 'Passing (Identity) -- Fiction'}",
PG10316,Roy Blakeley's Adventures in Camp,"Fitzhugh, Percy Keese",1876.0,1950.0,['en'],4,"{'Camping -- Juvenile fiction', 'Boy Scouts of America -- Juvenile fiction'}",
PG10317,"Betty Gordon at Boarding School; Or, The Treasure of Indian Chasm","Emerson, Alice B.",,,['en'],24,{'Boarding schools -- Juvenile fiction'},
PG10318,Damon and Delia: A Tale,"Godwin, William",1756.0,1836.0,['en'],14,"{'Courtship -- Fiction', 'England -- Social life and customs -- 18th century -- Fiction'}",
PG10319,"Dave Darrin's Third Year at Annapolis; Or, Leaders of the Second Class Midshipmen","Hancock, H. Irving (Harrie Irving)",1868.0,1922.0,['en'],5,{'United States Naval Academy -- Juvenile fiction'},
PG10320,Dotty Dimple at Play,"May, Sophie",1833.0,1906.0,['en'],7,"{'Children -- Conduct of life -- Juvenile fiction', 'Girls -- Juvenile fiction'}",
PG10321,Dragon's blood,"Rideout, Henry Milner",1877.0,1927.0,['en'],21,{'Europeans -- China -- Fiction'},
PG10322,Miss Prudence: A Story of Two Girls' Lives.,"Conklin, Nathaniel, Mrs.",1841.0,1900.0,['en'],10,"{'Christian life -- Fiction', 'Conduct of life -- Fiction'}",
PG10323,"The Rover Boys at College; Or, The Right Road and the Wrong","Stratemeyer, Edward",1862.0,1930.0,['en'],8,"{'Brothers -- Juvenile fiction', 'College students -- Conduct of life -- Juvenile fiction', 'College sports -- Juvenile fiction'}",
PG10327,Alias the Lone Wolf,"Vance, Louis Joseph",1879.0,1933.0,['en'],20,{'Jewel thieves -- Fiction'},
PG10329,Snubby Nose and Tippy Toes,"Smith, Laura Rountree",1876.0,1924.0,['en'],3,"{'Rabbits -- Juvenile fiction', 'Animals -- Juvenile fiction'}",
PG1032,The Pupil,"James, Henry",1843.0,1916.0,['en'],189,{'Fiction'},
PG10330,Fruitfulness,"Zola, Émile",1840.0,1902.0,['en'],28,{'French fiction -- Translations into English'},
PG10337,Lady into Fox,"Garnett, David",1892.0,1981.0,['en'],164,"{'Foxes -- Fiction', 'Fantasy fiction, English', 'Metamorphosis -- Fiction'}",
PG10339,An Antarctic Mystery,"Verne, Jules",1828.0,1905.0,['en'],191,{'Antarctica -- Discovery and exploration -- Fiction'},
PG1033,Rose o' the River,"Wiggin, Kate Douglas Smith",1856.0,1923.0,['en'],20,"{'Historical fiction', 'Love stories', 'Log driving -- Maine -- Fiction'}",
PG10340,Dab Kinzer: A Story of a Growing Boy,"Stoddard, William O.",1835.0,1925.0,['en'],10,"{'Friendship -- Juvenile fiction', 'Mothers and sons -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Boys -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Fatherless families -- Juvenile fiction', 'Farm life -- Juvenile fiction'}",
PG10342,The Velvet Glove,"Merriman, Henry Seton",1862.0,1903.0,['en'],8,"{'Young women -- Spain -- Fiction', 'Spain -- History -- 19th century -- Fiction', 'Convents -- Fiction'}",
PG10358,The Boss of Little Arcady,"Wilson, Harry Leon",1867.0,1939.0,['en'],35,"{'United States -- Social life and customs -- Fiction', 'Villages -- Fiction'}",
PG10359,Aunt Jane's Nieces at Millville,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,['en'],12,"{'Cousins -- Juvenile fiction', 'Mystery and detective stories', 'Stocks -- Juvenile fiction', 'Family life -- Juvenile fiction', 'Farm life -- Juvenile fiction', 'Young women -- Social life and customs -- Juvenile fiction', 'Uncles -- Juvenile fiction'}",
PG10363,The Bravo: A Tale,"Cooper, James Fenimore",1789.0,1851.0,['en'],46,{'Venice (Italy) -- Fiction'},
PG10364,Yeast: a Problem,"Kingsley, Charles",1819.0,1875.0,['en'],47,"{'England -- Social conditions -- 19th century -- Fiction', 'Country life -- England -- Fiction', 'Rural poor -- England -- Fiction'}",
PG10365,Precaution: A Novel,"Cooper, James Fenimore",1789.0,1851.0,['en'],26,{'England -- Social life and customs -- Fiction'},
PG10368,The Vizier of the Two-Horned Alexander,"Stockton, Frank Richard",1834.0,1902.0,['en'],13,"{'Immortalism -- Fiction', 'Adventure stories', 'Fantasy fiction'}",
PG1036,Joe Wilson and His Mates,"Lawson, Henry",1867.0,1922.0,['en'],130,"{'Historical fiction', 'Frontier and pioneer life -- Australia -- Fiction', 'Australia -- Fiction'}",
PG10370,Sustained honor: The Age of Liberty Established,"Musick, John R. (John Roy)",1849.0,1901.0,['en'],6,{'United States -- History -- War of 1812 -- Fiction'},
PG10372,Bunch Grass: A Chronicle of Life on a Cattle Ranch,"Vachell, Horace Annesley",1861.0,1955.0,['en'],10,"{'Western stories', 'Ranching -- California -- Fiction', 'Short stories, English'}",
PG10374,The Ramblin' Kid,"Bowman, Earl Wayland",1875.0,1952.0,['en'],10,"{'Ranch life -- Fiction', 'Cowboys -- Fiction', 'Texas -- Fiction', 'Western stories'}",
PG10377,The Evil Guest,"Le Fanu, Joseph Sheridan",1814.0,1873.0,['en'],49,"{'Gothic fiction', 'Mystery fiction', 'Horror tales'}",
PG10379,At Love's Cost,"Garvice, Charles",1850.0,1920.0,['en'],13,{'Fiction'},
PG10387,A Century Too Soon: The Age of Tyranny,"Musick, John R. (John Roy)",1849.0,1901.0,['en'],23,"{'United States -- History -- Colonial period, ca. 1600-1775 -- Fiction', ""Bacon's Rebellion, 1676 -- Fiction""}",
PG10391,The Wolf's Long Howl,"Waterloo, Stanley",1846.0,1913.0,['en'],32,"{'Short stories', 'Science fiction'}",
PG10394,Stolen Treasure,"Pyle, Howard",1853.0,1911.0,['en'],25,"{'Buccaneers -- Fiction', 'Treasure troves -- Fiction'}",
PG10396,"Andy the Acrobat: Or, Out with the Greatest Show on Earth","Harkness, Peter T.",,,['en'],9,{'Circus -- Juvenile fiction'},
PG10397,Affairs of State: Being an Account of Certain Surprising Adventures Which Befell an American Family in the Land of Windmills,"Stevenson, Burton Egbert",1872.0,1962.0,['en'],5,{'Americans -- Netherlands -- Fiction'},
PG103,Around the World in Eighty Days,"Verne, Jules",1828.0,1905.0,['en'],4134,"{'Adventure stories', 'Voyages around the world -- Fiction'}",
PG10402,A Man and His Money,"Isham, Frederic Stewart",1866.0,1922.0,['en'],8,"{'Adventure stories', 'Kidnapping -- Fiction', 'Rescues -- Fiction'}",
PG10410,The Powers and Maxine,"Williamson, C. N. (Charles Norris)",1859.0,1920.0,['en'],20,"{'Spy stories', 'Man-woman relationships -- Fiction', 'Paris (France) -- Fiction'}",
PG10419,The Forest Monster of Oz,"Dulabone, Chris",,,['en'],8,"{'Oz (Imaginary place) -- Juvenile fiction', 'Fantasy literature'}",
PG10422,Caesar Dies,"Mundy, Talbot",1879.0,1940.0,['en'],20,"{'Commodus, Emperor of Rome, 161-192 -- Fiction', 'Rome -- Fiction'}",
PG10429,Miss Lulu Bett,"Gale, Zona",1874.0,1938.0,['en'],20,"{'Feminist fiction', 'Middle West -- Fiction', 'Single women -- Fiction', 'Housekeepers -- Fiction', 'Self-realization -- Fiction', 'Divorced women -- Fiction'}",
PG10432,Aunt Jane's Nieces out West,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,['en'],12,"{'Cousins -- Juvenile fiction', 'Young women -- Juvenile fiction', 'Rescues -- Juvenile fiction', 'Family -- Juvenile fiction', 'Motion picture industry -- Juvenile fiction', 'California, Southern -- Juvenile fiction', 'Competition -- Juvenile fiction'}",
PG10433,A Flock of Girls and Boys,"Perry, Nora",1831.0,1896.0,['en'],22,"{'Youth -- Conduct of life -- Juvenile fiction', ""Children's stories"", 'Conduct of life -- Juvenile fiction'}",
PG10434,"Wyandotté; Or, The Hutted Knoll: A Tale","Cooper, James Fenimore",1789.0,1851.0,['en'],14,"{'Otsego County (N.Y.) -- Fiction', 'Tuscarora Indians -- Fiction', 'New York (State) -- History -- Revolution, 1775-1783 -- Fiction', 'Historical fiction', 'War stories'}",
PG10436,Erick and Sally,"Spyri, Johanna",1827.0,1901.0,['en'],18,"{'Orphans -- Juvenile fiction', 'Switzerland -- Juvenile fiction'}",
PG10438,Up the Hill and Over,"Mackay, Isabel Ecclestone",1875.0,1928.0,['en'],13,"{'City and town life -- Fiction', 'Physicians -- Fiction', 'Canada -- Fiction', 'Teachers -- Fiction', 'Drug addicts -- Fiction'}",
PG10440,Tutt and Mr. Tutt,"Train, Arthur Cheney",1875.0,1945.0,['en'],10,"{'Attorney and client -- Fiction', 'New York (N.Y.) -- Fiction', 'Law firms -- Fiction', 'Legal stories'}",
PG10441,The Green Mouse,"Chambers, Robert W. (Robert William)",1865.0,1933.0,['en'],22,"{'New York (N.Y.) -- Fiction', 'Magic -- Fiction', 'Fantasy fiction', 'Courtship -- Fiction'}",
PG10446,"The Green Flag, and Other Stories of War and Sport","Doyle, Arthur Conan",1859.0,1930.0,['en'],42,"{'Great Britain -- Social life and customs -- 19th century -- Fiction', 'War stories, English', 'Sports stories, English'}",
PG10449,Burnham Breaker,"Greene, Homer",1853.0,1940.0,['en'],14,"{'Foundlings -- Juvenile fiction', 'Boys -- Juvenile fiction', 'Coal mines and mining -- Juvenile fiction', 'Scranton (Pa.) -- Juvenile fiction'}",
PG1044,Extract from Captain Stormfield's Visit to Heaven,"Twain, Mark",1835.0,1910.0,['en'],142,"{'Voyages, Imaginary', 'Ship captains -- Fiction', 'Satire', 'Religious fiction', 'Heaven -- Fiction'}",
PG10452,Peter's Mother,"De La Pasture, Henry, Mrs.",1866.0,1945.0,['en'],3,"{'England -- Social life and customs -- 20th century -- Fiction', 'South African War, 1899-1902 -- Veterans -- Fiction', 'Love stories', 'Mothers and sons -- Fiction', 'Widows -- Fiction', 'Upper class -- England -- Fiction'}",
PG10455,A Golden Book of Venice,"Turnbull, Lawrence, Mrs.",,1927.0,['en'],12,"{'Venice (Italy) -- Fiction', 'Historical fiction'}",
PG10458,"Three short works: The Dance of Death, the Legend of Saint Julian the Hospitaller, a Simple Soul.","Flaubert, Gustave",1821.0,1880.0,['en'],88,{'France -- Social life and customs -- Fiction'},
PG10462,Clarissa Harlowe; or the history of a young lady — Volume 4,"Richardson, Samuel",1689.0,1761.0,['en'],107,"{'Young women -- Crimes against -- Fiction', 'Epistolary fiction', 'Psychological fiction', 'England -- Fiction', 'Kidnapping victims -- Fiction', 'Conflict of generations -- Fiction', 'Rape victims -- Fiction'}",
PG10463,The Little House in the Fairy Wood,"Eliot, Ethel Cook",1890.0,1972.0,['en'],28,"{'Fairies -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Fairy tales', 'Magic -- Juvenile fiction'}",
PG10465,"The Outdoor Girls of Deepdale; Or, camping and tramping for fun and health","Hope, Laura Lee",,,['en'],20,"{'Adventure stories', 'Camping -- Juvenile fiction', 'Girls -- Juvenile fiction'}",
PG10466,Little Saint Elizabeth and Other Stories,"Burnett, Frances Hodgson",1849.0,1924.0,['en'],15,"{'Children -- Conduct of life -- Juvenile fiction', ""Children's stories"", 'Conduct of life -- Juvenile fiction'}",
PG10468,Aunt Jane's Nieces in Society,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,['en'],30,"{'Cousins -- Juvenile fiction', 'Mystery and detective stories', 'Family -- Juvenile fiction', 'Social classes -- Juvenile fiction', 'New York (N.Y.) -- Juvenile fiction', 'Debutantes -- Juvenile fiction', 'Young women -- Social life and customs -- Juvenile fiction', 'Upper class -- Juvenile fiction', 'Uncles -- Juvenile fiction'}",
PG10471,The World's Greatest Books — Volume 01 — Fiction,,,,['en'],203,{'Fiction'},
PG10473,The Heart of the Range,"White, William Patterson",1884.0,,['en'],20,"{'Western stories', 'Fiction'}",
PG10474,The Lost Naval Papers,"Copplestone, Bennet",1867.0,1932.0,['en'],9,"{'Mystery and detective stories', 'Dawson, William (Fictitious character) -- Fiction'}",
PG10476,The Vanishing Man: A Detective Romance,"Freeman, R. Austin (Richard Austin)",1862.0,1943.0,['en'],62,"{'London (England) -- Fiction', 'Detective and mystery stories', 'Physicians -- Fiction', 'Thorndyke, Doctor (Fictitious character) -- Fiction'}",
PG1047,The New Machiavelli,"Wells, H. G. (Herbert George)",1866.0,1946.0,['en'],101,"{'Political fiction', 'Great Britain -- Politics and government -- Fiction', 'Adultery -- Fiction', 'Man-woman relationships -- Fiction'}",
PG1048,The Ruling Passion: Tales of Nature and Human Nature,"Van Dyke, Henry",1852.0,1933.0,['en'],18,"{'Short stories, American', 'Fiction'}",
PG10496,Red Masquerade: Being the Story of the Lone Wolf's Daughter,"Vance, Louis Joseph",1879.0,1933.0,['en'],10,{'Jewel thieves -- Fiction'},
PG10508,"The Sorrows of a Show Girl: A Story of the Great ""White Way""","McGaffey, Kenneth",,,['en'],1,{'Theater -- Fiction'},
PG10511,A Rogue by Compulsion: An Affair of the Secret Service,"Bridges, Victor",1878.0,1972.0,['en'],4,"{'Spy stories', 'Secret service -- Fiction'}",
PG10519,Mercy Philbrick's Choice,"Jackson, Helen Hunt",1830.0,1885.0,['en'],19,"{'Women poets, American -- 19th century -- Fiction', 'New England -- Social life and customs -- 19th century -- Fiction', 'Man-woman relationships -- Fiction'}",
PG1051,Sartor Resartus: The Life and Opinions of Herr Teufelsdröckh,"Carlyle, Thomas",1795.0,1881.0,['en'],449,"{'Germany -- Fiction', 'Clothing and dress -- Fiction', 'Philosophers -- Fiction', 'Satire', 'Conduct of life -- Fiction', 'Didactic fiction', 'Humorous stories'}",
PG10521,"The Primadonna: A Sequel to ""Fair Margaret""","Crawford, F. Marion (Francis Marion)",1854.0,1909.0,['en'],5,"{'London (England) -- Fiction', 'New York (N.Y.) -- Fiction', 'Opera -- Fiction', 'Mystery fiction', 'Women singers -- Fiction'}",
PG10538,Hyacinth,"Birmingham, George A.",1865.0,1950.0,['en'],18,"{'Ireland -- Fiction', 'Young men -- Fiction'}",
PG1053,Within the Tides: Tales,"Conrad, Joseph",1857.0,1924.0,['en'],68,"{'Fiction', 'Short stories, English'}",
PG10540,Mother Carey's Chickens,"Wiggin, Kate Douglas Smith",1856.0,1923.0,['en'],19,"{'Mother and child -- Fiction', 'Families -- Fiction'}",
