;author;year;avgsentlen
PG27284;Anstey;1895;22.89322033898305
PG51989;Lee;1906;19.992436974789914
PG59927;Yates;1862;27.712383645575585
PG3269;White;1872;29.604449267498644
PG64644;McDowell;1944;13.944660613921315
PG43677;Snell;1918;13.058692421991084
PG8206;Lytton;1838;29.489683990598067
PG30826;White;1910;18.04642313546423
PG7887;Walpole;1912;23.47649779498763
PG33680;Avery;1905;25.363865281712307
PG2701;Melville;1855;27.388965111720893
PG18774;Altsheler;1890;21.062429057888764
PG46674;Johnson;1915;17.748052611416167
PG53031;Habberton;1882;36.039067854695
PG3336;Gaboriau;1852;19.16829075585989
PG58628;Hutchens;1940;28.12443181818182
PG5110;Burgess;1920;19.509268292682926
PG12616;Berry;1913;18.54881266490765
PG23144;Reid;1850;22.30231051608724
PG5341;Montgomery;1908;19.234921816827995
PG17089;Potter;1904;16.91869918699187
PG53345;Alger;1866;14.61105459477789
PG11153;Hornung;1894;22.027996500437446
PG4466;Meredith;1868;21.828738069989395
PG58866;Christie;1933;14.360548556848988
PG57825;O'Hara;1918;13.146192004668807
PG58967;France;1884;23.26909090909091
PG37975;Cholmondeley;1892;19.145720894371628
PG2515;Prentiss;1848;21.51054852320675
PG5601;Ewing;1863;25.319882777276828
PG14480;Gorky;1902;15.823711739635801
PG23487;King;1888;27.52964991664682
PG53192;Jacobs;1890;17.945294457274827
PG40454;Marsh;1886;16.220983366843356
PG19962;Peacocke;1927;24.582781456953644
PG5572;Ebers;1868;27.64457831325301
PG4680;Adams;1870;29.143422093329818
PG59198;Oppenheim;1906;17.94183759483001
PG11686;Sienkiewicz;1881;23.32443506332257
PG43325;Hocking;1892;23.125234647358543
PG11436;Taylor;1852;21.303342963268676
PG23146;MacApp;1944;21.01851851851852
PG310;London;1896;19.612261146496817
PG14755;Hope;1898;16.034181636726547
PG25578;Porter;1894;17.85224803610229
PG37725;Bjørnson;1871;31.082489146164978
PG25132;Altsheler;1890;25.881739697019057
PG3137;Lincoln;1907;13.596187554776511
PG12611;Bennett;1899;17.397214653345443
PG27872;Saintsbury;1889;38.60394443066237
PG42870;Finley;1868;24.126992853216052
PG5271;Wells;1902;22.898450946643717
PG49850;Ainsworth;1844;24.0716105015674
PG8196;Fuller;1893;20.384534344711337
PG32895;Mitford;1884;21.829173733947176
PG4795;Ballou;1858;33.65369127516779
PG18665;Abbott;1915;21.149787750151607
PG6297;Parker;1897;18.7872
PG24544;Optic;1860;18.450223214285714
PG55021;Munroe;1890;27.442202835332605
PG7623;Lytton;1838;31.04889374487845
PG46437;Finley;1868;25.885283018867923
PG23012;Harris;1894;20.8638195004029
PG23809;Janvier;1881;46.22945205479452
PG41637;Leinster;1936;17.291041162227604
PG57836;Zangwill;1895;20.642577184899952
PG50122;Temple;1881;27.494391025641026
PG29931;Shaver;1941;11.63595839524517
PG58462;Oliphant;1862;27.639718405813557
PG1667;Scott;1802;35.54677754677755
PG2841;Haggard;1890;27.191403238242096
PG43019;Hentz;1828;28.362411660777386
PG15230;Rice;1906;21.436030103480714
PG16540;Ewing;1863;25.05630278385987
PG60451;Miller;1894;23.140784192652053
PG39214;Weyman;1892;22.16466552315609
PG1189;Balzac;1824;26.536290322580644
PG24704;Allison;1892;34.067567567567565
PG56036;Ritchie;1910;19.586081474296797
PG10220;Garis;1918;16.10017123287671
PG35364;Smith;1903;22.939171974522292
PG26389;Raymond;1876;19.41123370110331
PG65186;Krepps;1950;24.05716586151369
PG4082;Beach;1913;21.856016140865737
PG1285;Butler;1903;20.760700389105057
PG5509;Ebers;1868;28.400815217391305
PG28439;Sampson;1908;20.90587167070218
PG65810;Miller;1922;16.229181494661923
PG66248;Badger;1878;16.97746274082152
PG41817;Page;1888;21.503373520628248
PG17434;Griffiths;1873;17.602228682170544
PG4624;Arthur;1847;18.64558472553699
PG38570;Seaman;1914;18.717359269083406
PG18883;Mason;1906;19.084394023242943
PG40410;Kitton;1880;35.74894455389811
PG23630;Murfree;1886;32.00770416024653
PG26528;Ford;1907;19.222503900156006
PG1288;Grahame;1896;28.063447501403704
PG10319;Hancock;1895;17.408610670892763
PG8532;White;1900;26.65622804376192
PG65438;Train;1910;20.286735149620366
PG19477;Altsheler;1890;25.673300165837478
PG56455;Patterson;1912;20.078670901539212
