id;title;author;year-birth;year-death;year-worldcat;year-ref;language;downloads;subjects;shortauthor;shorttitle;worldcaturl
PG7088;The Pilgrim's Progress in Words of One Syllable;Aikin, Lucy;1781.0;1864.0;1800.0;1800;['en'];122;{'Christian pilgrims and pilgrimages -- Fiction', 'Christian fiction'};Lucy+Aikin;Pilgrim+Progress;https://www.worldcat.org/search?q=Lucy+Aikin+Pilgrim+Progress&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7987;"The Fair Maid of Perth; Or, St. Valentine's Day";Scott, Walter;1771.0;1832.0;1800.0;1800;['en'];67;{'Social classes -- Fiction', 'Perth (Scotland) -- Fiction', 'Scotland -- History -- Robert III, 1390-1406 -- Fiction', 'Nobility -- Fiction', 'Merchants -- Fiction', 'Historical fiction'};Walter+Scott;Fair+Maid;https://www.worldcat.org/search?q=Walter+Scott+Fair+Maid&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22845;The Beauty Of The Village;Mitford, Mary Russell;1787.0;1855.0;1800.0;1800;['en'];9;{'Mate selection -- Fiction', 'Short stories', 'Young women -- Fiction'};Mary+Mitford;Beauty+Village;https://www.worldcat.org/search?q=Mary+Mitford+Beauty+Village&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31439;Weird Tales, Vol. 2 (of 2);Hoffmann, E. T. A. (Ernst Theodor Amadeus);1776.0;1822.0;1885.0;1809;['en'];169;{'Fantasy fiction, German -- Translations into English', 'Hoffmann, E. T. A. (Ernst Theodor Amadeus), 1776-1822 -- Translations into English'};Hoffmann;Weird+Tales;https://www.worldcat.org/search?q=Hoffmann+Weird+Tales&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG16017;"The Poor Scholar: Traits And Stories Of The Irish Peasantry, The Works of; William Carleton, Volume Three";Carleton, William;1794.0;1869.0;1800.0;1800;['en'];17;{'Ireland -- Social life and customs -- Fiction'};William+Carleton;Poor+Scholar;https://www.worldcat.org/search?q=William+Carleton+Poor+Scholar&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG37296;"Samboe; or, The African Boy";Hedge, Mary Ann;;;1800.0;1800;['en'];41;{'Slavery -- Africa -- Fiction'};Mary+Hedge;Samboe+African;https://www.worldcat.org/search?q=Mary+Hedge+Samboe+African&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6692;The Swiss Family Robinson, Told in Words of One Syllable;Aikin, Lucy;1781.0;1864.0;1800.0;1800;['en'];58;{'Islands -- Juvenile fiction', 'Family life -- Juvenile fiction', 'Survival -- Juvenile fiction'};Lucy+Aikin;Swiss+Family;https://www.worldcat.org/search?q=Lucy+Aikin+Swiss+Family&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1342;Pride and Prejudice;Austen, Jane;1775.0;1817.0;2008.0;1806;['en'];54406;{'Sisters -- Fiction', 'Social classes -- Fiction', 'Courtship -- Fiction', 'England -- Fiction', 'Love stories', 'Domestic fiction', 'Young women -- Fiction'};Jane+Austen;Pride+Prejudice;https://www.worldcat.org/search?q=Jane+Austen+Pride+Prejudice&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG105;Persuasion;Austen, Jane;1775.0;1817.0;2007.0;1806;['en'];4044;{'Rejection (Psychology) -- Fiction', 'Dysfunctional families -- Fiction', 'Young women -- Fiction', 'Ship captains -- Fiction', 'Regency fiction', 'Psychological fiction', 'Love stories', 'England -- Social life and customs -- 19th century -- Fiction', 'Motherless families -- Fiction', 'First loves -- Fiction'};Jane+Austen;Persuasion;https://www.worldcat.org/search?q=Jane+Austen+Persuasion&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36406;"Mercedes of Castile; Or, The Voyage to Cathay";Cooper, James Fenimore;1789.0;1851.0;1800.0;1800;['en'];25;{'Sea stories', 'America -- Discovery and exploration -- Fiction', 'Spain -- History -- Ferdinand and Isabella, 1479-1516 -- Fiction', 'Columbus, Christopher -- Fiction', 'Historical fiction'};James+Cooper;Mercedes+Castile;https://www.worldcat.org/search?q=James+Cooper+Mercedes+Castile&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21579;"Snarleyyow; or, The Dog Fiend";Marryat, Frederick;1792.0;1848.0;1800.0;1800;['en'];24;{'Historical fiction', 'Seafaring life -- Fiction', 'Great Britain. Royal Navy -- Fiction', 'Dogs -- Fiction'};Frederick+Marryat;Snarleyyow+Fiend;https://www.worldcat.org/search?q=Frederick+Marryat+Snarleyyow+Fiend&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG10938;"The Headsman; Or, The Abbaye des Vignerons";Cooper, James Fenimore;1789.0;1851.0;1800.0;1800;['en'];24;{'Switzerland -- Fiction'};James+Cooper;Headsman+Abbaye;https://www.worldcat.org/search?q=James+Cooper+Headsman+Abbaye&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2527;The Sorrows of Young Werther;Goethe, Johann Wolfgang von;1749.0;1832.0;2003.0;1800;['en'];2789;{'Unrequited love -- Fiction', 'Young men -- Germany -- Fiction', 'Germany -- Social life and customs -- Fiction'};Johann+Goethe;Sorrows+Young;https://www.worldcat.org/search?q=Johann+Goethe+Sorrows+Young&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG43245;Luke Barnicott, and Other Stories;Howitt, William;1792.0;1879.0;1800.0;1800;['en'];8;"{'Children -- Conduct of life -- Juvenile fiction', ""Children's stories"", 'Conduct of life -- Juvenile fiction'}";William+Howitt;Luke+Barnicott;https://www.worldcat.org/search?q=William+Howitt+Luke+Barnicott&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG50325;"The Castle of Ehrenstein: Its Lords Spiritual and Temporal; Its Inhabitants Earthly and Unearthly";James, G. P. R. (George Payne Rainsford);;1860.0;1800.0;1800;['en'];16;{'Gothic fiction', 'Germany -- Fiction'};James;Castle+Ehrenstein;https://www.worldcat.org/search?q=James+Castle+Ehrenstein&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2824;Sintram and His Companions;La Motte-Fouqué, Friedrich Heinrich Karl, Freiherr de;1777.0;1843.0;1800.0;1800;['en'];44;{'Castles -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Courtship -- Juvenile fiction', 'Fantasy fiction', 'Conduct of life -- Juvenile fiction', 'Death -- Juvenile fiction', 'Knights and knighthood -- Juvenile fiction', 'Kings and rulers -- Juvenile fiction'};Fouqué+Motte;Sintram+Companions;https://www.worldcat.org/search?q=Fouqué+Motte+Sintram+Companions&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36494;The Devil's Elixir, Vol. 1 (of 2);Hoffmann, E. T. A. (Ernst Theodor Amadeus);1776.0;1822.0;1829.0;1809;['en'];76;{'Gothic fiction'};Hoffmann;Devil+Elixir;https://www.worldcat.org/search?q=Hoffmann+Devil+Elixir&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG43280;Jean Baptiste: A Story of French Canada;Le Rossignol, James Edward;1866.0;;1801.0;1801;['en'];27;{'Canada -- Fiction', 'French Canadians -- Fiction'};James+Rossignol;Jean+Baptiste;https://www.worldcat.org/search?q=James+Rossignol+Jean+Baptiste&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7180;Handy Andy: A Tale of Irish Life. Volume 2;Lover, Samuel;1797.0;1868.0;1800.0;1800;['en'];14;{'Ireland -- Fiction'};Samuel+Lover;Handy+Andy;https://www.worldcat.org/search?q=Samuel+Lover+Handy+Andy&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40594;Into the Highways and Hedges;Montrésor, F. F. (Frances Frederica);;1934.0;1800.0;1800;['en'];18;{'Clergy -- Fiction', 'Social classes -- England -- Fiction', 'England -- Fiction', 'Mystery fiction', 'Marriage -- Fiction', 'Prisoners -- Fiction'};Montrésor;Into+Highways;https://www.worldcat.org/search?q=Montrésor+Into+Highways&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22844;Miss Philly Firkin, The China-Woman;Mitford, Mary Russell;1787.0;1855.0;1800.0;1800;['en'];9;{'Businesswomen -- Fiction', 'Short stories', 'City and town life -- Fiction', 'Single women -- Fiction'};Mary+Mitford;Miss+Philly;https://www.worldcat.org/search?q=Mary+Mitford+Miss+Philly&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22838;Country Lodgings;Mitford, Mary Russell;1787.0;1855.0;1800.0;1800;['en'];5;{'Courtship -- Fiction', 'Country life -- England -- Fiction', 'Pastoral fiction', 'Short stories', 'England -- Social life and customs -- 19th century -- Fiction', 'Widows -- Fiction'};Mary+Mitford;Country+Lodgings;https://www.worldcat.org/search?q=Mary+Mitford+Country+Lodgings&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31377;Weird Tales. Vol. 1 (of 2);Hoffmann, E. T. A. (Ernst Theodor Amadeus);1776.0;1822.0;1885.0;1809;['en'];229;{'Fantasy fiction, German -- Translations into English', 'Hoffmann, E. T. A. (Ernst Theodor Amadeus), 1776-1822 -- Translations into English'};Hoffmann;Weird+Tales;https://www.worldcat.org/search?q=Hoffmann+Weird+Tales&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG35294;A Wife's Duty: A Tale;Opie, Amelia;1769.0;1853.0;1806.0;1806;['en'];13;{'Fiction'};Amelia+Opie;Wife+Duty;https://www.worldcat.org/search?q=Amelia+Opie+Wife+Duty&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG37043;Jill's Red Bag;Le Feuvre, Amy;;1929.0;1800.0;1800;['en'];15;{'Governesses -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Christian life -- Juvenile fiction'};Amy+Feuvre;Jill;https://www.worldcat.org/search?q=Amy+Feuvre+Jill&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21555;"The Mission; or Scenes in Africa";Marryat, Frederick;1792.0;1848.0;1800.0;1800;['en'];17;{'Africa -- Fiction', 'Adventure stories'};Frederick+Marryat;Mission+Scenes;https://www.worldcat.org/search?q=Frederick+Marryat+Mission+Scenes&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG37908;"Adeline Mowbray; or, The Mother and Daughter";Opie, Amelia;1769.0;1853.0;1805.0;1805;['en'];62;{'Unmarried couples -- Fiction', 'Mothers and daughters -- Fiction', 'Feminist fiction', 'Domestic fiction'};Amelia+Opie;Adeline+Mowbray;https://www.worldcat.org/search?q=Amelia+Opie+Adeline+Mowbray&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG64095;A Yellow Aster, Volume 3 (of 3);Caffyn, Mannington, Mrs.;;1926.0;1800.0;1800;['en'];4;{'Fiction'};Mannington+Caffyn;Yellow+Aster;https://www.worldcat.org/search?q=Mannington+Caffyn+Yellow+Aster&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG37005;The Devil's Elixir, Vol. 2 (of 2);Hoffmann, E. T. A. (Ernst Theodor Amadeus);1776.0;1822.0;1829.0;1809;['en'];56;{'Gothic fiction'};Hoffmann;Devil+Elixir;https://www.worldcat.org/search?q=Hoffmann+Devil+Elixir&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG50943;"Rose D'Albret; or, Troublous Times.";James, G. P. R. (George Payne Rainsford);;1860.0;1800.0;1800;['en'];2;{'France -- History -- Henry IV, 1589-1610 -- Fiction'};James;Rose+Albret;https://www.worldcat.org/search?q=James+Rose+Albret&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG61877;Dangerous Dilemmas: Startling but True;Peddie, James Anderson;;;1800.0;1800;['en'];33;{'Mystery and detective stories', 'Fiction', 'Short stories'};James+Peddie;Dangerous+Dilemmas;https://www.worldcat.org/search?q=James+Peddie+Dangerous+Dilemmas&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG8404;Jane Talbot;Brown, Charles Brockden;1771.0;1810.0;1859.0;1800;['en'];14;{'Epistolary fiction'};Charles+Brown;Jane+Talbot;https://www.worldcat.org/search?q=Charles+Brown+Jane+Talbot&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44254;Richelieu: A Tale of France, v. 3/3;James, G. P. R. (George Payne Rainsford);;1860.0;1800.0;1800;['en'];14;{'Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction'};James;Richelieu+Tale;https://www.worldcat.org/search?q=James+Richelieu+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36561;The Widow Barnaby. Vol. 1 (of 3);Trollope, Frances Milton;1780.0;1863.0;1800.0;1800;['en'];23;{'Social classes -- England -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Widows -- Fiction'};Frances+Trollope;Widow+Barnaby;https://www.worldcat.org/search?q=Frances+Trollope+Widow+Barnaby&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21839;Sense and Sensibility;Austen, Jane;1775.0;1817.0;1996.0;1806;['en'];599;{'Sisters -- Fiction', 'Social classes -- Fiction', 'Mate selection -- Fiction', 'Young women -- Fiction', 'Regency fiction', 'England -- Fiction', 'Love stories', 'England -- Social life and customs -- 19th century -- Fiction', 'Domestic fiction', 'Gentry -- England -- Fiction', 'Inheritance and succession -- Fiction'};Jane+Austen;Sense+Sensibility;https://www.worldcat.org/search?q=Jane+Austen+Sense+Sensibility&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6781;"The Ghost-Seer; or the Apparitionist; and Sport of Destiny";Schiller, Friedrich;1759.0;1805.0;1800.0;1800;['en'];76;{'Venice (Italy) -- Fiction', 'Ghost stories'};Friedrich+Schiller;Ghost+Seer;https://www.worldcat.org/search?q=Friedrich+Schiller+Ghost+Seer&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2825;Undine;La Motte-Fouqué, Friedrich Heinrich Karl, Freiherr de;1777.0;1843.0;1800.0;1800;['en'];288;{'Knights and knighthood -- Fiction', 'Romances -- Translations into English', 'Fantasy fiction', 'Water spirits -- Fiction', 'Love stories', 'Fairy tales -- Germany'};Fouqué+Motte;Undine;https://www.worldcat.org/search?q=Fouqué+Motte+Undine&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7005;The Antiquary — Complete;Scott, Walter;1771.0;1832.0;1800.0;1800;['en'];240;{'Scotland -- Fiction', 'Beggars -- Fiction', 'Fathers and daughters -- Fiction', 'Antiquarians -- Fiction'};Walter+Scott;Antiquary+Complete;https://www.worldcat.org/search?q=Walter+Scott+Antiquary+Complete&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22839;Jesse Cliffe;Mitford, Mary Russell;1787.0;1855.0;1800.0;1800;['en'];8;{'England -- Social life and customs -- 19th century -- Fiction', 'Country life -- England -- Fiction', 'Pastoral fiction'};Mary+Mitford;Jesse+Cliffe;https://www.worldcat.org/search?q=Mary+Mitford+Jesse+Cliffe&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG9299;"Italian Letters, Vols. I and II; Or, The History of the Count de St. Julian";Godwin, William;1756.0;1836.0;1965.0;1806;['en'];9;{'Italy -- Fiction', 'Epistolary fiction'};William+Godwin;Italian+Letters;https://www.worldcat.org/search?q=William+Godwin+Italian+Letters&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22835;The London Visitor;Mitford, Mary Russell;1787.0;1855.0;1800.0;1800;['en'];6;{'England -- Social life and customs -- 19th century -- Fiction', 'Short stories', 'Country life -- England -- Fiction', 'Pastoral fiction'};Mary+Mitford;London+Visitor;https://www.worldcat.org/search?q=Mary+Mitford+London+Visitor&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44252;Richelieu: A Tale of France, v. 1/3;James, G. P. R. (George Payne Rainsford);;1860.0;1800.0;1800;['en'];25;{'Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction'};James;Richelieu+Tale;https://www.worldcat.org/search?q=James+Richelieu+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1461;A Legend of Montrose;Scott, Walter;1771.0;1832.0;1800.0;1800;['en'];103;{'Montrose, James Graham, Marquis of, 1612-1650 -- Fiction', 'Historical fiction', 'Scotland -- History -- Charles I, 1625-1649 -- Fiction'};Walter+Scott;Legend+Montrose;https://www.worldcat.org/search?q=Walter+Scott+Legend+Montrose&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21572;Percival Keene;Marryat, Frederick;1792.0;1848.0;1800.0;1800;['en'];19;{'Great Britain -- History, Naval -- 19th century -- Fiction', 'Napoleonic Wars, 1800-1815 -- Fiction'};Frederick+Marryat;Percival+Keene;https://www.worldcat.org/search?q=Frederick+Marryat+Percival+Keene&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31668;The Serapion Brethren, Vol. II;Hoffmann, E. T. A. (Ernst Theodor Amadeus);1776.0;1822.0;1886.0;1809;['en'];58;{'Fiction'};Hoffmann;Serapion+Brethren;https://www.worldcat.org/search?q=Hoffmann+Serapion+Brethren&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49650;"Arrah Neil; or, Times of Old";James, G. P. R. (George Payne Rainsford);;1860.0;1800.0;1800;['en'];5;{'Historical fiction', 'Great Britain -- History -- Civil War, 1642-1649 -- Fiction'};James;Arrah+Neil;https://www.worldcat.org/search?q=James+Arrah+Neil&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31820;The Serapion Brethren, Vol. I.;Hoffmann, E. T. A. (Ernst Theodor Amadeus);1776.0;1822.0;1886.0;1809;['en'];105;{'Fiction'};Hoffmann;Serapion+Brethren;https://www.worldcat.org/search?q=Hoffmann+Serapion+Brethren&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49634;Attila: A Romance. Vol. I.;James, G. P. R. (George Payne Rainsford);;1860.0;1800.0;1800;['en'];7;{'Attila, -453 -- Fiction'};James;Attila+Romance;https://www.worldcat.org/search?q=James+Attila+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG39376;The Gipsy: A Tale (Vols I & II);James, G. P. R. (George Payne Rainsford);;1860.0;1800.0;1800;['en'];15;{'Romanies -- Fiction'};James;Gipsy+Tale;https://www.worldcat.org/search?q=James+Gipsy+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49635;Attila: A Romance. Vol. II.;James, G. P. R. (George Payne Rainsford);;1860.0;1800.0;1800;['en'];2;{'Attila, -453 -- Fiction'};James;Attila+Romance;https://www.worldcat.org/search?q=James+Attila+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG11866;The Life and Most Surprising Adventures of Robinson Crusoe, of York, Mariner (1801);Defoe, Daniel;;1731.0;1800.0;1800;['en'];190;{'Shipwreck survival -- Fiction', 'Atlantic Ocean -- Fiction', 'Islands -- Fiction', 'Adventure stories', 'Castaways -- Fiction', 'Crusoe, Robinson (Fictitious character) -- Fiction'};Daniel+Defoe;Life+Most;https://www.worldcat.org/search?q=Daniel+Defoe+Life+Most&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG792;"Wieland; Or, The Transformation: An American Tale";Brown, Charles Brockden;1771.0;1810.0;2009.0;1800;['en'];895;{'Gothic fiction', 'Religious fanaticism -- Fiction', 'Radicals -- Fiction', 'Combustion, Spontaneous -- Fiction', 'Fathers -- Death -- Fiction', 'Horror tales', 'Epistolary fiction', 'Brothers and sisters -- Fiction', 'Psychological fiction', 'Pennsylvania -- History -- Colonial period, ca. 1600-1775 -- Fiction'};Charles+Brown;Wieland+Transformation;https://www.worldcat.org/search?q=Charles+Brown+Wieland+Transformation&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56434;The Manoeuvring Mother (vol. 2 of 3);Bury, Charlotte Campbell, Lady;1775.0;1861.0;1800.0;1800;['en'];2;{'English fiction -- 19th century'};Charlotte+Bury;Manoeuvring+Mother;https://www.worldcat.org/search?q=Charlotte+Bury+Manoeuvring+Mother&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG13010;"Frank Mildmay; Or, The Naval Officer";Marryat, Frederick;1792.0;1848.0;1800.0;1800;['en'];5;{'Sea stories', 'Great Britain. Royal Navy -- Officers -- Fiction', 'Great Britain -- History, Naval -- 19th century -- Fiction'};Frederick+Marryat;Frank+Mildmay;https://www.worldcat.org/search?q=Frederick+Marryat+Frank+Mildmay&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG12558;Snarleyyow, or, the Dog Fiend;Marryat, Frederick;1792.0;1848.0;1800.0;1800;['en'];47;{'Historical fiction', 'Dogs -- Fiction', 'Great Britain. Royal Navy -- Fiction', 'Seafaring life -- Fiction'};Frederick+Marryat;Snarleyyow+Fiend;https://www.worldcat.org/search?q=Frederick+Marryat+Snarleyyow+Fiend&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44427;Atala;Chateaubriand, François-René, vicomte de;1768.0;1848.0;1801.0;1801;['en'];143;{'Indians of North America -- Fiction', 'French fiction -- Translations into English'};François+Chateaubriand;Atala;https://www.worldcat.org/search?q=François+Chateaubriand+Atala&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36501;"Olive Leaves; Or, Sketches of Character";Sigourney, L. H. (Lydia Howard);1791.0;1865.0;1800.0;1800;['en'];20;"{""Children's stories"", ""Children's poetry"", 'Christian life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}";Sigourney;Olive+Leaves;https://www.worldcat.org/search?q=Sigourney+Olive+Leaves&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG43270;The Perambulations of a Bee and a Butterfly,: In which are delineated those smaller traits of character which escape the observation of larger spectators.;Sandham, Elizabeth;;;1800.0;1800;['en'];2;{'Butterflies -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Bees -- Juvenile fiction', 'Natural history -- Juvenile fiction'};Elizabeth+Sandham;Perambulations+Butterfly;https://www.worldcat.org/search?q=Elizabeth+Sandham+Perambulations+Butterfly&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG13514;Tales of a Traveller;Irving, Washington;1783.0;1859.0;1800.0;1800;['en'];330;{'Germany -- Social life and customs -- Fiction'};Washington+Irving;Tales+Traveller;https://www.worldcat.org/search?q=Washington+Irving+Tales+Traveller&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44253;Richelieu: A Tale of France, v. 2/3;James, G. P. R. (George Payne Rainsford);;1860.0;1800.0;1800;['en'];8;{'Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction'};James;Richelieu+Tale;https://www.worldcat.org/search?q=James+Richelieu+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
