;author;year;avgsentlen
PG23004;Chaplin;1886;24.173333333333332
PG35910;Kingston;1847;31.48506246605106
PG1614;Hawthorne;1890;21.053018372703413
PG27966;Dehan;1898;24.594562115066847
PG2821;Kipling;1900;8.55210745715609
PG33387;Brazil;1908;25.771764705882354
PG5151;Reeve;1908;14.991767699446191
PG46051;Quiroga;1908;17.013419216317768
PG57196;Griffiths;1873;20.959757442116867
PG43878;Molesworth;1880;24.136363636363637
PG2719;James;1880;30.15705128205128
PG45919;Farjeon;1868;19.157689495491105
PG2152;London;1896;23.538726873628097
PG34394;Burton;1904;18.75670356703567
PG39782;Guiney;1890;32.39421157684631
PG495;Conrad;1890;26.061872909698998
PG30448;Carryl;1888;23.041344667697064
PG21959;Lorimer;1903;30.541014698909436
PG331;Burroughs;1912;21.13902959210877
PG44237;Saltykov;1858;17.89107431843645
PG28381;Alger;1866;16.94330262225372
PG13799;Quiller-Couch;1904;23.142946317103622
PG26237;Braddon;1875;20.90923868870225
PG59752;Burroughs;1912;29.487457880943467
PG6454;Moodie;1844;21.01410934744268
PG19648;Harris;1878;24.30611423974256
PG42100;Miller;1894;19.48436693839645
PG35538;Ruiz de Burton;1864;22.03424491771539
PG2466;Turgenev;1850;18.132684715172026
PG44262;Alcock;1874;21.895520386266096
PG21270;Alger;1866;15.156281508368624
PG20618;Stratemeyer;1896;16.44581618655693
PG2606;Yonge;1862;24.99188640973631
PG56381;Castlemon;1878;22.63632986627043
PG46582;Whishaw;1894;28.441831683168317
PG49361;Comstock;1902;16.863656163786846
PG36846;Halsey;1896;28.64767156862745
PG24361;Ray;1905;16.87437781464802
PG40432;Stevens;1873;31.157088122605366
PG41870;Pearse;1886;22.64485981308411
PG511;Le Fanu;1844;37.77272727272727
PG35388;Herrick;1903;27.158823529411766
PG2860;Trollope;1848;24.006522516082917
PG25810;Burnett;1886;20.526837021640787
PG18489;Richmond;1912;19.05704407951599
PG65833;Gregory;1912;17.94360568383659
PG154;Howells;1878;20.684026156001867
PG5987;Merriman;1882;20.917986548058146
PG42730;Black;1870;26.042150680385
PG64510;Wood;1897;22.66770670826833
PG2037;Jerome;1893;23.43381060035167
PG51953;Kester;1890;18.177810588483442
PG29083;Williamson;1890;23.820761014686248
PG17031;Lang;1878;19.41316581599267
PG39995;Ryan;1900;20.792103142626914
PG286;Stratton-Porter;1894;22.117939496509415
PG15651;Burnett;1886;28.96747448979592
PG10572;Jacobs;1903;22.991902834008098
PG8673;Serviss;1890;24.05531686358754
PG39490;Westerman;1918;28.084860557768923
PG12577;Cable;1884;22.412204951065053
PG24758;Altsheler;1890;25.907625691604522
PG37623;Kraszewski;1850;19.20837027841816
PG37652;Westerman;1918;21.139584317430327
PG39097;Brady;1890;20.32281971733885
PG20059;Wallace;1901;20.58116515837104
PG110;Hardy;1884;24.20497966227043
PG41560;Baskerville;1916;17.215356730927667
PG64635;Standish;1906;14.974111980734497
PG60185;Weigall;1907;26.321092051220102
PG65784;Taggart;1906;17.674772036474163
PG41542;Fern;1842;22.74837074583635
PG21931;Jacobs;1903;19.711047345767575
PG9263;Barr;1881;18.57178932178932
PG44219;Butler;1903;18.0559796437659
PG14469;Saintsbury;1889;43.806845137241616
PG26852;Nicoll;1918;14.426678445229681
PG55763;Baum;1888;20.951192660550458
PG38234;Mulford;1920;18.592260153031194
PG51537;Jewett;1879;26.068273092369477
PG21403;Kingston;1847;33.195009757457484
PG6364;MacDonald;1864;26.22502210433245
PG63903;Oliphant;1862;21.301636788776307
PG54629;Senarens;1901;15.02803738317757
PG10201;Grey;1906;15.497006566241792
PG46813;Whishaw;1894;35.16615787178369
PG3533;Leacock;1906;27.256061719324027
PG23382;Fenn;1870;20.83717105263158
PG33386;Leblanc;1902;15.518525936310835
PG52247;Bennett;1899;20.087492660011744
PG35132;Blackwood;1910;19.907305936073058
PG24437;Arthur;1847;22.339709257842387
PG27168;Eggleston;1870;23.4
PG19473;Optic;1860;19.562750539623806
PG64603;Winter;1884;20.304928989139515
PG19107;Read;1896;18.7496336612937
PG15841;Conquest;1912;29.722192655667907
PG21451;Kingston;1847;27.22836752899197
PG18953;Bailey;1913;18.521516393442624
PG3967;Bourget;1894;26.20989898989899
PG63250;Magruder;1880;25.272628135223556
PG24642;Becke;1884;41.90780141843972
PG64253;Grant;1854;39.02217194570136
PG5758;Jacobs;1903;20.16566452415509
PG41660;Conway;1866;21.366940718303766
PG54761;Lessing;1905;17.174222982606217
PG57402;Buchan;1908;22.424274406332454
PG19761;Meade;1884;17.330814639905547
PG43192;Maclaren;1878;34.310051107325386
PG4476;Meredith;1868;22.54520961310486
PG41139;Thorne;1899;17.99186532595187
PG6275;Parker;1897;30.145877378435518
PG57737;Speight;1872;22.636394790952707
PG40463;Johnston;1897;23.926757453073243
PG36433;Charles;1862;27.028932205467697
PG10790;Jacobs;1903;22.23076923076923
PG50394;Saunders;1904;19.40375816993464
PG18838;Fiske;1909;17.701542588866534
PG54795;Phillpotts;1911;19.05551926845199
PG42040;Snell;1918;15.490571870170015
PG37294;Lowndes;1908;25.760664819944598
PG25778;Roy;1900;22.89863325740319
PG22282;Harris;1878;34.12251655629139
PG38199;Stables;1875;20.92616545405551
PG2574;Harte;1869;22.538041357783847
PG10210;Parrish;1890;20.408917619757997
PG285;Hyne;1905;26.002349423323366
PG32708;Jókai;1864;22.802591128678085
PG55360;Day;1900;19.19900156617071
PG52235;Bowen;1920;28.992330383480827
PG2665;Holmes;1852;31.10854323552324
PG12476;Harraden;1900;17.28640608785887
PG31485;Nason;1892;15.620241236336224
PG49591;Du Chaillu;1869;22.001223491027734
PG45192;Ellis;1878;27.676147907354736
PG5264;Wells;1902;16.810845986984816
PG2761;Haggard;1890;23.68241965973535
PG2470;Cherbuliez;1864;21.276610017889087
PG2438;Sherwood;1910;19.42431610942249
PG48848;Colton;1892;20.370761115297665
PG3811;Altsheler;1890;21.234139739468787
PG21743;Ballantyne;1860;26.14591439688716
PG42699;Smyth;1904;21.140368852459016
PG11426;White;1910;18.137810559006212
PG6192;Parker;1897;22.59552992069214
PG34378;Dodge;1868;19.828089692334434
PG21691;Ballantyne;1860;32.65597667638484
PG63431;Stratemeyer;1896;18.013693030860413
PG15868;Hale;1866;26.07865757734662
PG2351;Craik;1856;20.76850684816402
PG62883;Ewald;1882;19.315287708546137
PG23540;May;1870;21.84355300859599
PG14863;Daviess;1898;30.409004739336492
PG44724;Otis;1880;27.309794372294373
PG44196;Aimard;1850;23.01309305927073
PG3137;Lincoln;1907;13.596187554776511
PG29792;Ingraham;1874;27.136634400595682
PG9959;Yonge;1862;29.480449167836376
PG58322;Oliphant;1862;22.68383340797134
PG58336;Westerman;1918;17.760493827160495
PG64585;Richardson;1915;17.444679351656095
PG33453;Hill;1892;24.01925690983235
PG5464;Ebers;1868;40.66083445491252
PG2471;Harte;1869;23.571177944862157
PG51955;Post;1900;25.436681222707424
PG48604;Taggart;1906;24.599061810154524
PG9745;Altsheler;1890;19.739830048815765
PG20994;Reed;1872;24.048901853122857
PG3608;Tressell;1890;28.607978956597982
PG707;Hornung;1894;21.837469733656174
PG49935;McNeile;1912;19.305450805622215
PG3408;Sabatini;1912;23.506535198349003
PG8681;Barr;1881;19.02044571662237
PG40813;Turgenev;1850;24.30906104571585
PG14797;Potter;1904;20.322916666666668
PG31082;Bump;1890;17.57126654064272
PG5996;Phelps;1904;29.00714540907467
PG15402;Dickinson;1887;24.930936880837816
PG54737;Alger;1866;14.4244619205298
PG45495;Crockett;1887;25.511661113755356
PG60482;Barry;1881;24.06735132553141
PG5191;Rhodes;1849;26.56201550387597
PG46484;Wade;1898;20.809282700421942
PG6884;Atherton;1902;18.05478353821486
PG25334;Ellis;1878;24.123371222622676
PG13738;Palmer;1916;17.809093213893348
PG13723;Bennett;1899;19.46216162813673
PG1266;Reed;1892;20.20368691447567
PG23256;Catherwood;1874;17.13240418118467
PG31065;Optic;1860;20.061005518087065
PG28544;Warner;1870;20.377371339624478
PG5753;MacDonald;1864;26.456335184250378
PG10364;Kingsley;1847;25.57780364765231
PG4761;Tolstoy;1869;17.676724137931036
PG51307;Le Queux;1896;19.145713720055433
PG42246;Richards;1896;16.946102819237147
PG37949;Merington;1904;18.632378322402484
PG26550;Dodge;1911;18.180766051253787
PG25691;Holt;1864;23.00062292358804
PG43594;Blackwood;1910;20.078392458447034
PG57910;Connolly;1912;23.862021481685485
PG344;Stevenson;1872;26.703446502057613
PG37458;Roy;1900;21.078268876611418
PG41154;Scott;1902;16.87002067539628
PG21732;Ballantyne;1860;23.297216699801194
PG54808;Stacpoole;1907;22.238837855159154
PG32668;Jókai;1864;20.83795673958206
PG30356;Mullins;1898;28.88744372186093
PG47002;Gautier;1881;18.9666899930021
PG52049;Hubbard;1886;25.522292993630572
PG36108;Watson;1850;20.029919447640967
PG38343;Bindloss;1906;19.00621727748691
PG4217;Joyce;1912;19.63748137108793
PG19999;Trowbridge;1872;19.480925578486556
PG33384;Fortescue;1896;33.05707395498392
PG39857;Steel;1888;21.24258037922506
PG10570;Jacobs;1903;16.28486646884273
PG4402;Meredith;1868;30.192063492063493
PG5968;MacDonald;1864;20.244684227229452
PG13756;Anderson;1894;18.618163820836426
PG36083;Isham;1894;20.2001287001287
PG21384;Kingston;1847;28.958090480155427
PG3720;Trollope;1848;27.470149253731343
PG37148;Smith;1876;24.560965794768613
PG26238;Braddon;1875;22.214563979622415
PG31188;King;1888;24.635505193578847
PG659;Alger;1866;16.276047261009666
PG4454;Meredith;1868;22.268842729970327
PG31595;Sinclair;1904;18.214000825195985
PG41909;Snell;1918;16.06228373702422
PG726;Howells;1878;36.96747967479675
PG9267;Bower;1906;19.530570652173914
PG56233;Hume;1896;18.30311700045174
PG20485;Clouston;1907;18.41724941724942
PG21368;Fenn;1870;29.643388528917686
PG6258;Parker;1897;18.53063802905875
PG22320;Stowe;1854;32.17331399564902
PG2870;James;1880;20.72009512485137
PG28366;Lane;1886;30.784115978569176
PG41089;Le Queux;1896;22.356295040271302
PG7766;Ouida;1874;33.977055449330784
PG54725;Stahl;1850;18.03265306122449
PG25919;Benson;1904;24.808231368186874
PG27339;MacGrath;1902;13.736352466210286
PG3746;Parker;1897;21.79848248158893
PG6175;Parker;1897;18.26923076923077
PG26335;Shute;1900;23.783441367118446
PG43714;Otis;1880;33.67600193143409
PG15964;Benson;1894;28.57804232804233
PG10165;Greg;1862;34.60664541030374
PG18418;Alexander;1864;19.667476820595912
PG8664;Glaspell;1912;19.861807387862797
PG41187;Le Queux;1896;19.699980287798148
PG39214;Weyman;1892;22.16466552315609
PG5793;Yeats;1902;44.72932330827068
PG18943;Fitzhugh;1913;20.676509475539884
PG6198;Parker;1897;18.41376757957069
PG15541;Chittenden;1880;22.04345307068366
PG32894;Mitford;1884;18.9955272664717
PG59439;Fitzhugh;1913;18.739067055393587
PG24513;Timlow;1896;17.540964555490994
PG58627;Grayson;1900;17.914193548387097
PG35859;Baum;1888;18.493819530284302
PG28462;White;1912;16.197516492045015
PG42016;Snell;1918;17.1997463538364
PG42357;Williamson;1901;22.87878787878788
PG30417;Stephens;1886;21.452609407910135
PG4398;Smith;1876;22.019257460097155
PG24871;Fenn;1870;19.537026066350712
PG21234;Holt;1864;20.956777996070727
PG41177;Remington;1885;22.06392811296534
PG58431;Wood;1850;19.336263408820024
PG4619;Arthur;1847;26.532390745501285
PG61547;Wells;1906;22.7645472061657
PG7303;Bellamy;1874;34.35236894253288
PG12317;Johnston;1897;22.330304649919828
PG6196;Parker;1897;21.74775672981057
PG21385;Kingston;1847;24.078226489692177
PG56432;Hume;1896;20.75525572638845
PG34410;Tarn;1913;21.1099324975892
PG59039;Hilliers;1898;27.613003095975234
PG55706;Taylor;1908;23.864763100094134
PG38421;Hudson;1882;36.029710144927535
PG6180;Parker;1897;21.875586854460092
PG898;James;1880;21.599488163787587
PG14598;MacGrath;1902;13.250147841513897
PG59994;Rickert;1904;16.86637931034483
PG13716;Munro;1890;23.501980554555274
PG25651;Kirk;1902;27.21209885651051
PG57774;Orczy;1906;26.304300489929233
PG53899;Nauman;1880;33.017736486486484
PG36179;Stratemeyer;1896;18.389046079223927
PG23551;Murfree;1886;27.81858407079646
PG11259;Dowd;1894;13.794389940583114
PG420;Baum;1888;21.86731141199226
PG764;Dodge;1868;18.124024707412225
PG22186;Stratemeyer;1896;19.48504426896387
PG36480;Gould;1888;15.207239020083867
PG29404;Donnell;1902;15.682038834951456
PG1263;Wharton;1900;24.861655522250402
PG35462;Fleming;1860;18.97217347706192
PG10676;Rizal;1878;26.107372072853426
PG22249;Ford;1907;19.969017529555646
PG10368;Stockton;1868;26.618968386023294
PG2684;Galsworthy;1900;17.951797040169133
PG17333;Ford;1907;16.891915954415953
PG23441;Williamson;1901;26.445150360016942
PG883;Dickens;1841;21.74545007378259
PG9305;Barr;1881;17.538489338633898
PG62875;Osbourne;1908;27.385845986984815
PG48795;Carroll;1865;18.569113756613756
PG21202;Ballantyne;1860;27.473070017953322
PG57147;Cheyney;1914;20.7515762925599
PG6997;Wright;1908;21.56745406824147
PG20155;Cooper;1913;17.831787597745045
PG23646;Prus;1880;20.366548042704625
PG37981;Alcott;1860;34.054621848739494
PG4624;Arthur;1847;18.64558472553699
PG43688;Allen;1874;25.758587786259543
PG15738;Edginton;1920;18.2746457642448
PG56827;Vachell;1908;14.448742064425112
PG16720;Crawford;1882;24.127762039660055
PG55217;Alger;1866;14.688743038981702
PG55074;Otis;1880;37.648941176470586
PG57751;Curtis;1884;26.8
PG867;Jerome;1893;18.70639534883721
PG27447;Hergesheimer;1917;22.701195219123505
PG10659;Blackwood;1910;26.844638949671772
PG53289;Chambers;1899;19.071593237704917
PG66161;McIntyre;1911;18.952001721911323
PG54647;Baum;1888;23.539032144118686
PG50811;Eggleston;1875;22.614709851551957
PG22152;Moffett;1894;18.103111514876222
PG48163;Baring-Gould;1879;22.27595884003742
PG14881;Butterworth;1872;19.455981941309254
PG54098;McCutcheon;1897;18.57600434310532
PG41296;Saunders;1904;20.55327982286189
PG35290;Robinson;1866;25.78322894919972
PG12304;Broughton;1880;21.105027669845754
PG35516;Marchmont;1888;18.454479559292547
PG12807;Hancock;1895;18.66406475860075
PG8532;White;1900;26.65622804376192
PG21127;Thurston;1893;19.45157894736842
PG2773;Galsworthy;1900;20.327848101265822
PG52700;Lee;1906;18.22827016243944
PG14907;Benson;1912;21.763803680981596
PG27355;Ames;1903;19.16745685567988
PG55606;Hume;1896;18.548527618051924
PG8514;Zola;1871;26.804823331463826
PG31173;Quiller-Couch;1894;20.176968272620446
PG43853;Snell;1918;13.258818866428854
PG35920;Wells;1906;17.1684375
PG3739;Churchill;1909;22.22481165243596
PG6233;Parker;1897;25.3314332247557
PG1620;Davis;1890;23.19538606403013
